051  19551 |Loss: 0.362 | Acc: 86.719% 
051  19671 |Loss: 0.285 | Acc: 90.089% 
051  19672 |Loss: 0.286 | Acc: 90.068% 
051  19673 |Loss: 0.286 | Acc: 90.060% 
051  19674 |Loss: 0.286 | Acc: 90.083% 
051  19675 |Loss: 0.286 | Acc: 90.056% 
051  19676 |Loss: 0.286 | Acc: 90.042% 
051  19677 |Loss: 0.286 | Acc: 90.059% 
051  19678 |Loss: 0.286 | Acc: 90.039% 
051  19679 |Loss: 0.286 | Acc: 90.038% 
051  19680 |Loss: 0.285 | Acc: 90.072% 
051  19681 |Loss: 0.285 | Acc: 90.070% 
051  19682 |Loss: 0.284 | Acc: 90.098% 
051  19683 |Loss: 0.284 | Acc: 90.126% 
051  19684 |Loss: 0.284 | Acc: 90.129% 
051  19685 |Loss: 0.284 | Acc: 90.133% 
051  19686 |Loss: 0.284 | Acc: 90.119% 
051  19687 |Loss: 0.284 | Acc: 90.135% 
051  19688 |Loss: 0.284 | Acc: 90.149% 
051  19689 |Loss: 0.284 | Acc: 90.159% 
051  19690 |Loss: 0.284 | Acc: 90.162% 
051  19691 |Loss: 0.284 | Acc: 90.187% 
051  19692 |Loss: 0.284 | Acc: 90.174% 
051  19693 |Loss: 0.284 | Acc: 90.161% 
051  19694 |Loss: 0.284 | Acc: 90.164% 
051  19695 |Loss: 0.284 | Acc: 90.162% 
051  19696 |Loss: 0.284 | Acc: 90.186% 
051  19697 |Loss: 0.283 | Acc: 90.232% 
051  19698 |Loss: 0.283 | Acc: 90.250% 
051  19699 |Loss: 0.283 | Acc: 90.268% 
051  19700 |Loss: 0.283 | Acc: 90.281% 
051  19701 |Loss: 0.283 | Acc: 90.273% 
051  19702 |Loss: 0.282 | Acc: 90.286% 
051  19703 |Loss: 0.283 | Acc: 90.273% 
051  19704 |Loss: 0.283 | Acc: 90.275% 
051  19705 |Loss: 0.282 | Acc: 90.302% 
051  19706 |Loss: 0.282 | Acc: 90.304% 
051  19707 |Loss: 0.282 | Acc: 90.331% 
051  19708 |Loss: 0.281 | Acc: 90.348% 
051  19709 |Loss: 0.281 | Acc: 90.355% 
051  19710 |Loss: 0.281 | Acc: 90.356% 
051  19711 |Loss: 0.280 | Acc: 90.373% 
051  19712 |Loss: 0.280 | Acc: 90.389% 
051  19713 |Loss: 0.280 | Acc: 90.395% 
051  19714 |Loss: 0.279 | Acc: 90.411% 
051  19715 |Loss: 0.279 | Acc: 90.431% 
051  19716 |Loss: 0.279 | Acc: 90.441% 
051  19717 |Loss: 0.279 | Acc: 90.461% 
051  19718 |Loss: 0.278 | Acc: 90.485% 
051  19719 |Loss: 0.277 | Acc: 90.509% 
051  19720 |Loss: 0.277 | Acc: 90.519% 
051  19721 |Loss: 0.277 | Acc: 90.538% 
051  19722 |Loss: 0.277 | Acc: 90.539% 
051  19723 |Loss: 0.277 | Acc: 90.526% 
051  19724 |Loss: 0.277 | Acc: 90.531% 
051  19725 |Loss: 0.277 | Acc: 90.536% 
051  19726 |Loss: 0.276 | Acc: 90.545% 
051  19727 |Loss: 0.276 | Acc: 90.559% 
051  19728 |Loss: 0.277 | Acc: 90.550% 
051  19729 |Loss: 0.277 | Acc: 90.555% 
051  19730 |Loss: 0.276 | Acc: 90.577% 
051  19731 |Loss: 0.277 | Acc: 90.552% 
051  19732 |Loss: 0.277 | Acc: 90.561% 
051  19733 |Loss: 0.277 | Acc: 90.552% 
051  19734 |Loss: 0.277 | Acc: 90.561% 
051  19735 |Loss: 0.277 | Acc: 90.562% 
051  19736 |Loss: 0.277 | Acc: 90.549% 
051  19737 |Loss: 0.276 | Acc: 90.592% 
051  19738 |Loss: 0.277 | Acc: 90.579% 
051  19739 |Loss: 0.276 | Acc: 90.588% 
051  19740 |Loss: 0.276 | Acc: 90.600% 
051  19741 |Loss: 0.276 | Acc: 90.613% 
051  19742 |Loss: 0.275 | Acc: 90.637% 
051  19743 |Loss: 0.275 | Acc: 90.645% 
051  19744 |Loss: 0.275 | Acc: 90.645% 
051  19745 |Loss: 0.275 | Acc: 90.661% 
051  19746 |Loss: 0.274 | Acc: 90.657% 
051  19747 |Loss: 0.275 | Acc: 90.633% 
051  19748 |Loss: 0.275 | Acc: 90.649% 
051  19749 |Loss: 0.275 | Acc: 90.649% 
051  19750 |Loss: 0.275 | Acc: 90.629% 
051  19751 |Loss: 0.274 | Acc: 90.656% 
051  19752 |Loss: 0.274 | Acc: 90.664% 
051  19753 |Loss: 0.275 | Acc: 90.660% 
051  19754 |Loss: 0.275 | Acc: 90.636% 
051  19755 |Loss: 0.275 | Acc: 90.644% 
051  19756 |Loss: 0.275 | Acc: 90.640% 
051  19757 |Loss: 0.275 | Acc: 90.640% 
051  19758 |Loss: 0.275 | Acc: 90.644% 
051  19759 |Loss: 0.275 | Acc: 90.644% 
051  19760 |Loss: 0.275 | Acc: 90.644% 
051  19761 |Loss: 0.275 | Acc: 90.651% 
051  19762 |Loss: 0.275 | Acc: 90.654% 
051  19763 |Loss: 0.275 | Acc: 90.662% 
051  19764 |Loss: 0.275 | Acc: 90.687% 
051  19765 |Loss: 0.274 | Acc: 90.701% 
051  19766 |Loss: 0.274 | Acc: 90.705% 
051  19767 |Loss: 0.275 | Acc: 90.711% 
051  19768 |Loss: 0.274 | Acc: 90.704% 
051  19769 |Loss: 0.274 | Acc: 90.725% 
051  19770 |Loss: 0.274 | Acc: 90.728% 
051  19771 |Loss: 0.274 | Acc: 90.720% 
051  19772 |Loss: 0.274 | Acc: 90.727% 
051  19773 |Loss: 0.274 | Acc: 90.727% 
051  19774 |Loss: 0.274 | Acc: 90.740% 
051  19775 |Loss: 0.274 | Acc: 90.743% 
051  19776 |Loss: 0.274 | Acc: 90.739% 
051  19777 |Loss: 0.274 | Acc: 90.739% 
051  19778 |Loss: 0.274 | Acc: 90.755% 
051  19779 |Loss: 0.274 | Acc: 90.751% 
051  19780 |Loss: 0.274 | Acc: 90.757% 
051  19781 |Loss: 0.274 | Acc: 90.750% 
051  19782 |Loss: 0.274 | Acc: 90.760% 
051  19783 |Loss: 0.274 | Acc: 90.739% 
051  19784 |Loss: 0.274 | Acc: 90.752% 
051  19785 |Loss: 0.274 | Acc: 90.748% 
051  19786 |Loss: 0.274 | Acc: 90.738% 
051  19787 |Loss: 0.274 | Acc: 90.727% 
051  19788 |Loss: 0.274 | Acc: 90.723% 
051  19789 |Loss: 0.274 | Acc: 90.726% 
051  19790 |Loss: 0.274 | Acc: 90.752% 
051  19791 |Loss: 0.274 | Acc: 90.742% 
051  19792 |Loss: 0.274 | Acc: 90.732% 
051  19793 |Loss: 0.274 | Acc: 90.741% 
051  19794 |Loss: 0.274 | Acc: 90.756% 
051  19795 |Loss: 0.274 | Acc: 90.762% 
051  19796 |Loss: 0.274 | Acc: 90.749% 
051  19797 |Loss: 0.274 | Acc: 90.745% 
051  19798 |Loss: 0.273 | Acc: 90.764% 
051  19799 |Loss: 0.273 | Acc: 90.760% 
051  19800 |Loss: 0.274 | Acc: 90.750% 
051  19801 |Loss: 0.273 | Acc: 90.759% 
051  19802 |Loss: 0.273 | Acc: 90.765% 
051  19803 |Loss: 0.273 | Acc: 90.770% 
051  19804 |Loss: 0.273 | Acc: 90.779% 
051  19805 |Loss: 0.273 | Acc: 90.763% 
051  19806 |Loss: 0.273 | Acc: 90.756% 
051  19807 |Loss: 0.273 | Acc: 90.756% 
051  19808 |Loss: 0.273 | Acc: 90.761% 
051  19809 |Loss: 0.273 | Acc: 90.764% 
051  19810 |Loss: 0.273 | Acc: 90.754% 
051  19811 |Loss: 0.273 | Acc: 90.769% 
051  19812 |Loss: 0.272 | Acc: 90.777% 
051  19813 |Loss: 0.273 | Acc: 90.756% 
051  19814 |Loss: 0.273 | Acc: 90.737% 
051  19815 |Loss: 0.273 | Acc: 90.737% 
051  19816 |Loss: 0.273 | Acc: 90.745% 
051  19817 |Loss: 0.273 | Acc: 90.751% 
051  19818 |Loss: 0.272 | Acc: 90.756% 
051  19819 |Loss: 0.272 | Acc: 90.767% 
051  19820 |Loss: 0.272 | Acc: 90.775% 
051  19821 |Loss: 0.272 | Acc: 90.772% 
051  19822 |Loss: 0.272 | Acc: 90.766% 
051  19823 |Loss: 0.272 | Acc: 90.774% 
051  19824 |Loss: 0.272 | Acc: 90.776% 
051  19825 |Loss: 0.272 | Acc: 90.781% 
051  19826 |Loss: 0.271 | Acc: 90.795% 
051  19827 |Loss: 0.271 | Acc: 90.789% 
051  19828 |Loss: 0.271 | Acc: 90.794% 
051  19829 |Loss: 0.271 | Acc: 90.793% 
051  19830 |Loss: 0.271 | Acc: 90.801% 
051  19831 |Loss: 0.271 | Acc: 90.811% 
051  19832 |Loss: 0.270 | Acc: 90.819% 
051  19833 |Loss: 0.271 | Acc: 90.821% 
051  19834 |Loss: 0.271 | Acc: 90.812% 
051  19835 |Loss: 0.271 | Acc: 90.803% 
051  19836 |Loss: 0.271 | Acc: 90.800% 
051  19837 |Loss: 0.271 | Acc: 90.805% 
051  19838 |Loss: 0.271 | Acc: 90.815% 
051  19839 |Loss: 0.271 | Acc: 90.820% 
051  19840 |Loss: 0.270 | Acc: 90.827% 
051  19841 |Loss: 0.270 | Acc: 90.840% 
051  19842 |Loss: 0.270 | Acc: 90.842% 
051  19843 |Loss: 0.270 | Acc: 90.849% 
051  19844 |Loss: 0.270 | Acc: 90.854% 
051  19845 |Loss: 0.270 | Acc: 90.853% 
051  19846 |Loss: 0.270 | Acc: 90.847% 
051  19847 |Loss: 0.270 | Acc: 90.854% 
051  19848 |Loss: 0.270 | Acc: 90.861% 
051  19849 |Loss: 0.270 | Acc: 90.863% 
051  19850 |Loss: 0.270 | Acc: 90.867% 
051  19851 |Loss: 0.270 | Acc: 90.879% 
051  19852 |Loss: 0.270 | Acc: 90.879% 
051  19853 |Loss: 0.270 | Acc: 90.885% 
051  19854 |Loss: 0.270 | Acc: 90.879% 
051  19855 |Loss: 0.269 | Acc: 90.891% 
051  19856 |Loss: 0.269 | Acc: 90.891% 
051  19857 |Loss: 0.269 | Acc: 90.892% 
051  19858 |Loss: 0.269 | Acc: 90.914% 
051  19859 |Loss: 0.268 | Acc: 90.926% 
051  19860 |Loss: 0.268 | Acc: 90.943% 
051  19861 |Loss: 0.268 | Acc: 90.952% 
051  19862 |Loss: 0.268 | Acc: 90.948% 
051  19863 |Loss: 0.268 | Acc: 90.954% 
051  19864 |Loss: 0.268 | Acc: 90.951% 
051  19865 |Loss: 0.268 | Acc: 90.952% 
051  19866 |Loss: 0.268 | Acc: 90.964% 
051  19867 |Loss: 0.268 | Acc: 90.972% 
051  19868 |Loss: 0.267 | Acc: 90.976% 
051  19869 |Loss: 0.268 | Acc: 90.983% 
051  19870 |Loss: 0.267 | Acc: 90.981% 
051  19871 |Loss: 0.267 | Acc: 90.988% 
051  19872 |Loss: 0.267 | Acc: 90.996% 
051  19873 |Loss: 0.267 | Acc: 91.007% 
051  19874 |Loss: 0.267 | Acc: 91.008% 
051  19875 |Loss: 0.267 | Acc: 91.012% 
051  19876 |Loss: 0.267 | Acc: 91.016% 
051  19877 |Loss: 0.266 | Acc: 91.038% 
051  19878 |Loss: 0.266 | Acc: 91.042% 
051  19879 |Loss: 0.266 | Acc: 91.038% 
051  19880 |Loss: 0.266 | Acc: 91.042% 
051  19881 |Loss: 0.266 | Acc: 91.036% 
051  19882 |Loss: 0.266 | Acc: 91.042% 
051  19883 |Loss: 0.266 | Acc: 91.045% 
051  19884 |Loss: 0.266 | Acc: 91.044% 
051  19885 |Loss: 0.266 | Acc: 91.045% 
051  19886 |Loss: 0.266 | Acc: 91.053% 
051  19887 |Loss: 0.266 | Acc: 91.049% 
051  19888 |Loss: 0.266 | Acc: 91.041% 
051  19889 |Loss: 0.266 | Acc: 91.038% 
051  19890 |Loss: 0.266 | Acc: 91.043% 
051  19891 |Loss: 0.266 | Acc: 91.053% 
051  19892 |Loss: 0.266 | Acc: 91.059% 
051  19893 |Loss: 0.266 | Acc: 91.055% 
051  19894 |Loss: 0.266 | Acc: 91.047% 
051  19895 |Loss: 0.266 | Acc: 91.060% 
051  19896 |Loss: 0.266 | Acc: 91.068% 
051  19897 |Loss: 0.266 | Acc: 91.060% 
051  19898 |Loss: 0.266 | Acc: 91.065% 
051  19899 |Loss: 0.265 | Acc: 91.073% 
051  19900 |Loss: 0.265 | Acc: 91.074% 
051  19901 |Loss: 0.265 | Acc: 91.084% 
051  19902 |Loss: 0.265 | Acc: 91.091% 
051  19903 |Loss: 0.265 | Acc: 91.088% 
051  19904 |Loss: 0.265 | Acc: 91.093% 
051  19905 |Loss: 0.265 | Acc: 91.096% 
051  19906 |Loss: 0.265 | Acc: 91.103% 
051  19907 |Loss: 0.265 | Acc: 91.085% 
051  19908 |Loss: 0.265 | Acc: 91.090% 
051  19909 |Loss: 0.265 | Acc: 91.089% 
051  19910 |Loss: 0.264 | Acc: 91.096% 
051  19911 |Loss: 0.264 | Acc: 91.097% 
051  19912 |Loss: 0.264 | Acc: 91.104% 
051  19913 |Loss: 0.264 | Acc: 91.109% 
051  19914 |Loss: 0.264 | Acc: 91.101% 
051  19915 |Loss: 0.264 | Acc: 91.109% 
051  19916 |Loss: 0.264 | Acc: 91.107% 
051  19917 |Loss: 0.264 | Acc: 91.112% 
051  19918 |Loss: 0.264 | Acc: 91.115% 
051  19919 |Loss: 0.264 | Acc: 91.120% 
051  19920 |Loss: 0.264 | Acc: 91.123% 
051  19921 |Loss: 0.264 | Acc: 91.120% 
051  19922 |Loss: 0.264 | Acc: 91.119% 
051  19923 |Loss: 0.264 | Acc: 91.121% 
051  19924 |Loss: 0.264 | Acc: 91.118% 
051  19925 |Loss: 0.264 | Acc: 91.119% 
051  19926 |Loss: 0.264 | Acc: 91.115% 
051  19927 |Loss: 0.264 | Acc: 91.104% 
051  19928 |Loss: 0.264 | Acc: 91.098% 
051  19929 |Loss: 0.264 | Acc: 91.111% 
051  19930 |Loss: 0.264 | Acc: 91.116% 
051  19931 |Loss: 0.264 | Acc: 91.115% 
051  19932 |Loss: 0.264 | Acc: 91.118% 
051  19933 |Loss: 0.263 | Acc: 91.127% 
051  19934 |Loss: 0.264 | Acc: 91.119% 
051  19935 |Loss: 0.263 | Acc: 91.124% 
051  19936 |Loss: 0.263 | Acc: 91.125% 
051  19937 |Loss: 0.263 | Acc: 91.126% 
051  19938 |Loss: 0.263 | Acc: 91.134% 
051  19939 |Loss: 0.263 | Acc: 91.145% 
051  19940 |Loss: 0.263 | Acc: 91.150% 
051  19941 |Loss: 0.262 | Acc: 91.156% 
052  19942 |Loss: 0.327 | Acc: 86.719% 
052  19943 |Loss: 0.281 | Acc: 89.062% 
052  19944 |Loss: 0.261 | Acc: 90.104% 
052  19945 |Loss: 0.272 | Acc: 89.844% 
052  19946 |Loss: 0.265 | Acc: 90.625% 
052  19947 |Loss: 0.271 | Acc: 90.234% 
052  19948 |Loss: 0.263 | Acc: 90.848% 
052  19949 |Loss: 0.268 | Acc: 90.625% 
052  19950 |Loss: 0.269 | Acc: 90.712% 
052  19951 |Loss: 0.270 | Acc: 90.859% 
052  19952 |Loss: 0.269 | Acc: 91.051% 
052  19953 |Loss: 0.268 | Acc: 91.081% 
052  19954 |Loss: 0.268 | Acc: 90.986% 
052  19955 |Loss: 0.265 | Acc: 90.960% 
052  19956 |Loss: 0.263 | Acc: 91.042% 
052  19957 |Loss: 0.262 | Acc: 91.016% 
052  19958 |Loss: 0.257 | Acc: 91.222% 
052  19959 |Loss: 0.259 | Acc: 91.102% 
052  19960 |Loss: 0.261 | Acc: 91.077% 
052  19961 |Loss: 0.263 | Acc: 90.938% 
052  19962 |Loss: 0.262 | Acc: 90.997% 
052  19963 |Loss: 0.259 | Acc: 91.193% 
052  19964 |Loss: 0.259 | Acc: 91.168% 
052  19965 |Loss: 0.256 | Acc: 91.309% 
052  19966 |Loss: 0.252 | Acc: 91.531% 
052  19967 |Loss: 0.251 | Acc: 91.587% 
052  19968 |Loss: 0.253 | Acc: 91.493% 
052  19969 |Loss: 0.251 | Acc: 91.629% 
052  19970 |Loss: 0.251 | Acc: 91.730% 
052  19971 |Loss: 0.246 | Acc: 91.901% 
052  19972 |Loss: 0.245 | Acc: 91.935% 
052  19973 |Loss: 0.244 | Acc: 91.943% 
052  19974 |Loss: 0.241 | Acc: 92.069% 
052  19975 |Loss: 0.240 | Acc: 92.050% 
052  19976 |Loss: 0.242 | Acc: 92.031% 
052  19977 |Loss: 0.244 | Acc: 91.927% 
052  19978 |Loss: 0.245 | Acc: 91.850% 
052  19979 |Loss: 0.245 | Acc: 91.797% 
052  19980 |Loss: 0.247 | Acc: 91.727% 
052  19981 |Loss: 0.246 | Acc: 91.738% 
052  19982 |Loss: 0.246 | Acc: 91.787% 
052  19983 |Loss: 0.247 | Acc: 91.741% 
052  19984 |Loss: 0.245 | Acc: 91.788% 
052  19985 |Loss: 0.245 | Acc: 91.779% 
052  19986 |Loss: 0.245 | Acc: 91.806% 
052  19987 |Loss: 0.244 | Acc: 91.831% 
052  19988 |Loss: 0.243 | Acc: 91.855% 
052  19989 |Loss: 0.243 | Acc: 91.846% 
052  19990 |Loss: 0.242 | Acc: 91.837% 
052  19991 |Loss: 0.241 | Acc: 91.859% 
052  19992 |Loss: 0.242 | Acc: 91.820% 
052  19993 |Loss: 0.242 | Acc: 91.827% 
052  19994 |Loss: 0.243 | Acc: 91.790% 
052  19995 |Loss: 0.247 | Acc: 91.681% 
052  19996 |Loss: 0.246 | Acc: 91.662% 
052  19997 |Loss: 0.246 | Acc: 91.699% 
052  19998 |Loss: 0.247 | Acc: 91.639% 
052  19999 |Loss: 0.246 | Acc: 91.662% 
052  20000 |Loss: 0.246 | Acc: 91.698% 
052  20001 |Loss: 0.248 | Acc: 91.654% 
052  20002 |Loss: 0.248 | Acc: 91.637% 
052  20003 |Loss: 0.248 | Acc: 91.595% 
052  20004 |Loss: 0.247 | Acc: 91.642% 
052  20005 |Loss: 0.246 | Acc: 91.675% 
052  20006 |Loss: 0.245 | Acc: 91.707% 
052  20007 |Loss: 0.243 | Acc: 91.761% 
052  20008 |Loss: 0.245 | Acc: 91.686% 
052  20009 |Loss: 0.246 | Acc: 91.648% 
052  20010 |Loss: 0.245 | Acc: 91.701% 
052  20011 |Loss: 0.245 | Acc: 91.685% 
052  20012 |Loss: 0.246 | Acc: 91.659% 
052  20013 |Loss: 0.246 | Acc: 91.688% 
052  20014 |Loss: 0.248 | Acc: 91.642% 
052  20015 |Loss: 0.247 | Acc: 91.660% 
052  20016 |Loss: 0.247 | Acc: 91.667% 
052  20017 |Loss: 0.246 | Acc: 91.694% 
052  20018 |Loss: 0.245 | Acc: 91.721% 
052  20019 |Loss: 0.245 | Acc: 91.707% 
052  20020 |Loss: 0.246 | Acc: 91.673% 
052  20021 |Loss: 0.246 | Acc: 91.650% 
052  20022 |Loss: 0.245 | Acc: 91.657% 
052  20023 |Loss: 0.245 | Acc: 91.702% 
052  20024 |Loss: 0.244 | Acc: 91.726% 
052  20025 |Loss: 0.245 | Acc: 91.741% 
052  20026 |Loss: 0.244 | Acc: 91.774% 
052  20027 |Loss: 0.245 | Acc: 91.688% 
052  20028 |Loss: 0.243 | Acc: 91.712% 
052  20029 |Loss: 0.243 | Acc: 91.735% 
052  20030 |Loss: 0.243 | Acc: 91.749% 
052  20031 |Loss: 0.244 | Acc: 91.693% 
052  20032 |Loss: 0.244 | Acc: 91.690% 
052  20033 |Loss: 0.244 | Acc: 91.712% 
052  20034 |Loss: 0.244 | Acc: 91.700% 
052  20035 |Loss: 0.245 | Acc: 91.672% 
052  20036 |Loss: 0.244 | Acc: 91.669% 
052  20037 |Loss: 0.245 | Acc: 91.675% 
052  20038 |Loss: 0.245 | Acc: 91.664% 
052  20039 |Loss: 0.246 | Acc: 91.598% 
052  20040 |Loss: 0.246 | Acc: 91.611% 
052  20041 |Loss: 0.246 | Acc: 91.633% 
052  20042 |Loss: 0.245 | Acc: 91.638% 
052  20043 |Loss: 0.246 | Acc: 91.644% 
052  20044 |Loss: 0.245 | Acc: 91.649% 
052  20045 |Loss: 0.245 | Acc: 91.699% 
052  20046 |Loss: 0.244 | Acc: 91.726% 
052  20047 |Loss: 0.244 | Acc: 91.738% 
052  20048 |Loss: 0.245 | Acc: 91.706% 
052  20049 |Loss: 0.245 | Acc: 91.710% 
052  20050 |Loss: 0.245 | Acc: 91.700% 
052  20051 |Loss: 0.245 | Acc: 91.712% 
052  20052 |Loss: 0.245 | Acc: 91.709% 
052  20053 |Loss: 0.245 | Acc: 91.727% 
052  20054 |Loss: 0.244 | Acc: 91.752% 
052  20055 |Loss: 0.244 | Acc: 91.769% 
052  20056 |Loss: 0.243 | Acc: 91.787% 
052  20057 |Loss: 0.244 | Acc: 91.743% 
052  20058 |Loss: 0.244 | Acc: 91.720% 
052  20059 |Loss: 0.245 | Acc: 91.704% 
052  20060 |Loss: 0.244 | Acc: 91.735% 
052  20061 |Loss: 0.244 | Acc: 91.732% 
052  20062 |Loss: 0.244 | Acc: 91.736% 
052  20063 |Loss: 0.244 | Acc: 91.758% 
052  20064 |Loss: 0.244 | Acc: 91.756% 
052  20065 |Loss: 0.245 | Acc: 91.721% 
052  20066 |Loss: 0.245 | Acc: 91.713% 
052  20067 |Loss: 0.245 | Acc: 91.716% 
