171  66471 |Loss: 0.377 | Acc: 87.500% 
171  66472 |Loss: 0.405 | Acc: 85.547% 
171  66473 |Loss: 0.420 | Acc: 85.677% 
171  66474 |Loss: 0.408 | Acc: 85.938% 
171  66475 |Loss: 0.403 | Acc: 86.094% 
171  66476 |Loss: 0.412 | Acc: 85.807% 
171  66477 |Loss: 0.414 | Acc: 85.714% 
171  66478 |Loss: 0.433 | Acc: 84.570% 
171  66479 |Loss: 0.432 | Acc: 84.983% 
171  66480 |Loss: 0.435 | Acc: 84.922% 
171  66481 |Loss: 0.438 | Acc: 84.872% 
171  66482 |Loss: 0.437 | Acc: 84.896% 
171  66483 |Loss: 0.437 | Acc: 84.916% 
171  66484 |Loss: 0.436 | Acc: 84.989% 
171  66485 |Loss: 0.435 | Acc: 85.000% 
171  66486 |Loss: 0.433 | Acc: 84.912% 
171  66487 |Loss: 0.432 | Acc: 85.018% 
171  66488 |Loss: 0.429 | Acc: 85.069% 
171  66489 |Loss: 0.424 | Acc: 85.362% 
171  66490 |Loss: 0.421 | Acc: 85.586% 
171  66491 |Loss: 0.422 | Acc: 85.491% 
171  66492 |Loss: 0.421 | Acc: 85.547% 
171  66493 |Loss: 0.416 | Acc: 85.598% 
171  66494 |Loss: 0.411 | Acc: 85.905% 
171  66495 |Loss: 0.411 | Acc: 85.906% 
171  66496 |Loss: 0.409 | Acc: 85.998% 
171  66497 |Loss: 0.407 | Acc: 86.111% 
171  66498 |Loss: 0.407 | Acc: 86.077% 
171  66499 |Loss: 0.406 | Acc: 86.072% 
171  66500 |Loss: 0.403 | Acc: 86.224% 
171  66501 |Loss: 0.406 | Acc: 86.089% 
171  66502 |Loss: 0.402 | Acc: 86.206% 
171  66503 |Loss: 0.400 | Acc: 86.316% 
171  66504 |Loss: 0.399 | Acc: 86.466% 
171  66505 |Loss: 0.395 | Acc: 86.652% 
171  66506 |Loss: 0.394 | Acc: 86.719% 
171  66507 |Loss: 0.392 | Acc: 86.867% 
171  66508 |Loss: 0.391 | Acc: 86.924% 
171  66509 |Loss: 0.389 | Acc: 86.959% 
171  66510 |Loss: 0.387 | Acc: 87.051% 
171  66511 |Loss: 0.385 | Acc: 87.176% 
171  66512 |Loss: 0.386 | Acc: 87.184% 
171  66513 |Loss: 0.387 | Acc: 87.137% 
171  66514 |Loss: 0.388 | Acc: 87.074% 
171  66515 |Loss: 0.387 | Acc: 87.101% 
171  66516 |Loss: 0.386 | Acc: 87.126% 
171  66517 |Loss: 0.387 | Acc: 87.068% 
171  66518 |Loss: 0.387 | Acc: 87.077% 
171  66519 |Loss: 0.385 | Acc: 87.101% 
171  66520 |Loss: 0.385 | Acc: 87.094% 
171  66521 |Loss: 0.385 | Acc: 87.117% 
171  66522 |Loss: 0.385 | Acc: 87.124% 
171  66523 |Loss: 0.385 | Acc: 87.205% 
171  66524 |Loss: 0.384 | Acc: 87.297% 
171  66525 |Loss: 0.382 | Acc: 87.372% 
171  66526 |Loss: 0.382 | Acc: 87.374% 
171  66527 |Loss: 0.383 | Acc: 87.349% 
171  66528 |Loss: 0.382 | Acc: 87.406% 
171  66529 |Loss: 0.382 | Acc: 87.434% 
171  66530 |Loss: 0.383 | Acc: 87.396% 
171  66531 |Loss: 0.384 | Acc: 87.372% 
171  66532 |Loss: 0.383 | Acc: 87.387% 
171  66533 |Loss: 0.382 | Acc: 87.413% 
171  66534 |Loss: 0.383 | Acc: 87.390% 
171  66535 |Loss: 0.382 | Acc: 87.428% 
171  66536 |Loss: 0.380 | Acc: 87.417% 
171  66537 |Loss: 0.381 | Acc: 87.360% 
171  66538 |Loss: 0.380 | Acc: 87.374% 
171  66539 |Loss: 0.379 | Acc: 87.398% 
171  66540 |Loss: 0.380 | Acc: 87.433% 
171  66541 |Loss: 0.380 | Acc: 87.434% 
171  66542 |Loss: 0.381 | Acc: 87.446% 
171  66543 |Loss: 0.381 | Acc: 87.425% 
171  66544 |Loss: 0.380 | Acc: 87.479% 
171  66545 |Loss: 0.379 | Acc: 87.469% 
171  66546 |Loss: 0.379 | Acc: 87.449% 
171  66547 |Loss: 0.377 | Acc: 87.530% 
171  66548 |Loss: 0.377 | Acc: 87.520% 
171  66549 |Loss: 0.377 | Acc: 87.530% 
171  66550 |Loss: 0.377 | Acc: 87.490% 
171  66551 |Loss: 0.376 | Acc: 87.539% 
171  66552 |Loss: 0.375 | Acc: 87.605% 
171  66553 |Loss: 0.374 | Acc: 87.660% 
171  66554 |Loss: 0.373 | Acc: 87.658% 
171  66555 |Loss: 0.372 | Acc: 87.684% 
171  66556 |Loss: 0.372 | Acc: 87.673% 
171  66557 |Loss: 0.371 | Acc: 87.716% 
171  66558 |Loss: 0.371 | Acc: 87.704% 
171  66559 |Loss: 0.371 | Acc: 87.702% 
171  66560 |Loss: 0.371 | Acc: 87.691% 
171  66561 |Loss: 0.371 | Acc: 87.715% 
171  66562 |Loss: 0.370 | Acc: 87.712% 
171  66563 |Loss: 0.370 | Acc: 87.744% 
171  66564 |Loss: 0.370 | Acc: 87.774% 
171  66565 |Loss: 0.369 | Acc: 87.796% 
171  66566 |Loss: 0.369 | Acc: 87.817% 
171  66567 |Loss: 0.367 | Acc: 87.879% 
171  66568 |Loss: 0.367 | Acc: 87.899% 
171  66569 |Loss: 0.369 | Acc: 87.863% 
171  66570 |Loss: 0.368 | Acc: 87.875% 
171  66571 |Loss: 0.368 | Acc: 87.871% 
171  66572 |Loss: 0.367 | Acc: 87.898% 
171  66573 |Loss: 0.367 | Acc: 87.917% 
171  66574 |Loss: 0.366 | Acc: 87.951% 
171  66575 |Loss: 0.365 | Acc: 87.976% 
171  66576 |Loss: 0.365 | Acc: 87.986% 
171  66577 |Loss: 0.365 | Acc: 87.996% 
171  66578 |Loss: 0.365 | Acc: 87.999% 
171  66579 |Loss: 0.365 | Acc: 88.009% 
171  66580 |Loss: 0.365 | Acc: 88.026% 
171  66581 |Loss: 0.366 | Acc: 87.979% 
171  66582 |Loss: 0.365 | Acc: 87.981% 
171  66583 |Loss: 0.365 | Acc: 87.998% 
171  66584 |Loss: 0.364 | Acc: 88.021% 
171  66585 |Loss: 0.365 | Acc: 87.989% 
171  66586 |Loss: 0.364 | Acc: 88.039% 
171  66587 |Loss: 0.364 | Acc: 88.054% 
171  66588 |Loss: 0.364 | Acc: 88.056% 
171  66589 |Loss: 0.364 | Acc: 88.078% 
171  66590 |Loss: 0.363 | Acc: 88.118% 
171  66591 |Loss: 0.363 | Acc: 88.113% 
171  66592 |Loss: 0.362 | Acc: 88.153% 
171  66593 |Loss: 0.362 | Acc: 88.148% 
171  66594 |Loss: 0.362 | Acc: 88.130% 
171  66595 |Loss: 0.362 | Acc: 88.162% 
171  66596 |Loss: 0.362 | Acc: 88.176% 
171  66597 |Loss: 0.361 | Acc: 88.220% 
171  66598 |Loss: 0.361 | Acc: 88.232% 
171  66599 |Loss: 0.361 | Acc: 88.239% 
171  66600 |Loss: 0.360 | Acc: 88.245% 
171  66601 |Loss: 0.361 | Acc: 88.240% 
171  66602 |Loss: 0.360 | Acc: 88.258% 
171  66603 |Loss: 0.359 | Acc: 88.316% 
171  66604 |Loss: 0.360 | Acc: 88.310% 
171  66605 |Loss: 0.359 | Acc: 88.299% 
171  66606 |Loss: 0.360 | Acc: 88.264% 
171  66607 |Loss: 0.360 | Acc: 88.264% 
171  66608 |Loss: 0.360 | Acc: 88.264% 
171  66609 |Loss: 0.360 | Acc: 88.270% 
171  66610 |Loss: 0.360 | Acc: 88.270% 
171  66611 |Loss: 0.360 | Acc: 88.259% 
171  66612 |Loss: 0.360 | Acc: 88.232% 
171  66613 |Loss: 0.360 | Acc: 88.221% 
171  66614 |Loss: 0.359 | Acc: 88.249% 
171  66615 |Loss: 0.359 | Acc: 88.270% 
171  66616 |Loss: 0.358 | Acc: 88.287% 
171  66617 |Loss: 0.358 | Acc: 88.303% 
171  66618 |Loss: 0.358 | Acc: 88.281% 
171  66619 |Loss: 0.358 | Acc: 88.313% 
171  66620 |Loss: 0.358 | Acc: 88.318% 
171  66621 |Loss: 0.357 | Acc: 88.323% 
171  66622 |Loss: 0.357 | Acc: 88.348% 
171  66623 |Loss: 0.357 | Acc: 88.332% 
171  66624 |Loss: 0.357 | Acc: 88.337% 
171  66625 |Loss: 0.356 | Acc: 88.352% 
171  66626 |Loss: 0.356 | Acc: 88.346% 
171  66627 |Loss: 0.356 | Acc: 88.341% 
171  66628 |Loss: 0.356 | Acc: 88.350% 
171  66629 |Loss: 0.356 | Acc: 88.365% 
171  66630 |Loss: 0.356 | Acc: 88.359% 
171  66631 |Loss: 0.356 | Acc: 88.349% 
171  66632 |Loss: 0.356 | Acc: 88.344% 
171  66633 |Loss: 0.355 | Acc: 88.363% 
171  66634 |Loss: 0.355 | Acc: 88.367% 
171  66635 |Loss: 0.354 | Acc: 88.390% 
171  66636 |Loss: 0.354 | Acc: 88.389% 
171  66637 |Loss: 0.354 | Acc: 88.384% 
171  66638 |Loss: 0.354 | Acc: 88.398% 
171  66639 |Loss: 0.354 | Acc: 88.383% 
171  66640 |Loss: 0.354 | Acc: 88.387% 
171  66641 |Loss: 0.354 | Acc: 88.400% 
171  66642 |Loss: 0.354 | Acc: 88.390% 
171  66643 |Loss: 0.353 | Acc: 88.399% 
171  66644 |Loss: 0.354 | Acc: 88.389% 
171  66645 |Loss: 0.353 | Acc: 88.429% 
171  66646 |Loss: 0.353 | Acc: 88.437% 
171  66647 |Loss: 0.352 | Acc: 88.453% 
171  66648 |Loss: 0.352 | Acc: 88.461% 
171  66649 |Loss: 0.352 | Acc: 88.451% 
171  66650 |Loss: 0.352 | Acc: 88.464% 
171  66651 |Loss: 0.352 | Acc: 88.475% 
171  66652 |Loss: 0.352 | Acc: 88.462% 
171  66653 |Loss: 0.352 | Acc: 88.465% 
171  66654 |Loss: 0.353 | Acc: 88.460% 
171  66655 |Loss: 0.353 | Acc: 88.459% 
171  66656 |Loss: 0.352 | Acc: 88.462% 
171  66657 |Loss: 0.352 | Acc: 88.469% 
171  66658 |Loss: 0.352 | Acc: 88.477% 
171  66659 |Loss: 0.352 | Acc: 88.480% 
171  66660 |Loss: 0.352 | Acc: 88.483% 
171  66661 |Loss: 0.352 | Acc: 88.486% 
171  66662 |Loss: 0.352 | Acc: 88.501% 
171  66663 |Loss: 0.352 | Acc: 88.504% 
171  66664 |Loss: 0.352 | Acc: 88.499% 
171  66665 |Loss: 0.351 | Acc: 88.510% 
171  66666 |Loss: 0.352 | Acc: 88.500% 
171  66667 |Loss: 0.352 | Acc: 88.484% 
171  66668 |Loss: 0.352 | Acc: 88.490% 
171  66669 |Loss: 0.352 | Acc: 88.481% 
171  66670 |Loss: 0.352 | Acc: 88.500% 
171  66671 |Loss: 0.352 | Acc: 88.503% 
171  66672 |Loss: 0.352 | Acc: 88.498% 
171  66673 |Loss: 0.351 | Acc: 88.512% 
171  66674 |Loss: 0.351 | Acc: 88.511% 
171  66675 |Loss: 0.351 | Acc: 88.498% 
171  66676 |Loss: 0.352 | Acc: 88.490% 
171  66677 |Loss: 0.352 | Acc: 88.489% 
171  66678 |Loss: 0.352 | Acc: 88.503% 
171  66679 |Loss: 0.352 | Acc: 88.498% 
171  66680 |Loss: 0.352 | Acc: 88.512% 
171  66681 |Loss: 0.351 | Acc: 88.503% 
171  66682 |Loss: 0.351 | Acc: 88.524% 
