151  58651 |Loss: 0.710 | Acc: 75.781% 
151  58652 |Loss: 0.696 | Acc: 76.172% 
151  58653 |Loss: 0.737 | Acc: 74.219% 
151  58654 |Loss: 0.730 | Acc: 73.438% 
151  58655 |Loss: 0.745 | Acc: 73.906% 
151  58656 |Loss: 0.734 | Acc: 73.568% 
151  58657 |Loss: 0.737 | Acc: 73.103% 
151  58658 |Loss: 0.727 | Acc: 73.438% 
151  58659 |Loss: 0.725 | Acc: 74.132% 
151  58660 |Loss: 0.719 | Acc: 74.219% 
151  58661 |Loss: 0.728 | Acc: 73.438% 
151  58662 |Loss: 0.731 | Acc: 73.568% 
151  58663 |Loss: 0.738 | Acc: 73.137% 
151  58664 |Loss: 0.739 | Acc: 72.768% 
151  58665 |Loss: 0.741 | Acc: 72.344% 
151  58666 |Loss: 0.734 | Acc: 72.754% 
151  58667 |Loss: 0.734 | Acc: 72.656% 
151  58668 |Loss: 0.730 | Acc: 72.960% 
151  58669 |Loss: 0.729 | Acc: 73.191% 
151  58670 |Loss: 0.725 | Acc: 73.242% 
151  58671 |Loss: 0.725 | Acc: 73.177% 
151  58672 |Loss: 0.731 | Acc: 72.869% 
151  58673 |Loss: 0.732 | Acc: 72.962% 
151  58674 |Loss: 0.726 | Acc: 73.210% 
151  58675 |Loss: 0.727 | Acc: 73.281% 
151  58676 |Loss: 0.724 | Acc: 73.377% 
151  58677 |Loss: 0.723 | Acc: 73.409% 
151  58678 |Loss: 0.722 | Acc: 73.298% 
151  58679 |Loss: 0.726 | Acc: 73.195% 
151  58680 |Loss: 0.724 | Acc: 73.307% 
151  58681 |Loss: 0.722 | Acc: 73.438% 
151  58682 |Loss: 0.719 | Acc: 73.535% 
151  58683 |Loss: 0.717 | Acc: 73.580% 
151  58684 |Loss: 0.716 | Acc: 73.667% 
151  58685 |Loss: 0.723 | Acc: 73.415% 
151  58686 |Loss: 0.724 | Acc: 73.351% 
151  58687 |Loss: 0.725 | Acc: 73.269% 
151  58688 |Loss: 0.728 | Acc: 73.273% 
151  58689 |Loss: 0.726 | Acc: 73.458% 
151  58690 |Loss: 0.727 | Acc: 73.477% 
151  58691 |Loss: 0.727 | Acc: 73.399% 
151  58692 |Loss: 0.726 | Acc: 73.475% 
151  58693 |Loss: 0.723 | Acc: 73.510% 
151  58694 |Loss: 0.722 | Acc: 73.544% 
151  58695 |Loss: 0.721 | Acc: 73.472% 
151  58696 |Loss: 0.722 | Acc: 73.421% 
151  58697 |Loss: 0.721 | Acc: 73.504% 
151  58698 |Loss: 0.719 | Acc: 73.617% 
151  58699 |Loss: 0.716 | Acc: 73.724% 
151  58700 |Loss: 0.717 | Acc: 73.625% 
151  58701 |Loss: 0.715 | Acc: 73.637% 
151  58702 |Loss: 0.716 | Acc: 73.558% 
151  58703 |Loss: 0.719 | Acc: 73.438% 
151  58704 |Loss: 0.721 | Acc: 73.351% 
151  58705 |Loss: 0.722 | Acc: 73.395% 
151  58706 |Loss: 0.722 | Acc: 73.438% 
151  58707 |Loss: 0.722 | Acc: 73.465% 
151  58708 |Loss: 0.721 | Acc: 73.505% 
151  58709 |Loss: 0.721 | Acc: 73.570% 
151  58710 |Loss: 0.721 | Acc: 73.529% 
151  58711 |Loss: 0.721 | Acc: 73.463% 
151  58712 |Loss: 0.723 | Acc: 73.400% 
151  58713 |Loss: 0.725 | Acc: 73.388% 
151  58714 |Loss: 0.724 | Acc: 73.438% 
151  58715 |Loss: 0.725 | Acc: 73.389% 
151  58716 |Loss: 0.727 | Acc: 73.331% 
151  58717 |Loss: 0.728 | Acc: 73.356% 
151  58718 |Loss: 0.728 | Acc: 73.369% 
151  58719 |Loss: 0.729 | Acc: 73.358% 
151  58720 |Loss: 0.728 | Acc: 73.438% 
151  58721 |Loss: 0.727 | Acc: 73.426% 
151  58722 |Loss: 0.726 | Acc: 73.438% 
151  58723 |Loss: 0.727 | Acc: 73.395% 
151  58724 |Loss: 0.730 | Acc: 73.311% 
151  58725 |Loss: 0.729 | Acc: 73.344% 
151  58726 |Loss: 0.729 | Acc: 73.294% 
151  58727 |Loss: 0.729 | Acc: 73.316% 
151  58728 |Loss: 0.729 | Acc: 73.307% 
151  58729 |Loss: 0.730 | Acc: 73.259% 
151  58730 |Loss: 0.729 | Acc: 73.301% 
151  58731 |Loss: 0.729 | Acc: 73.341% 
151  58732 |Loss: 0.728 | Acc: 73.390% 
151  58733 |Loss: 0.728 | Acc: 73.428% 
151  58734 |Loss: 0.728 | Acc: 73.475% 
151  58735 |Loss: 0.732 | Acc: 73.355% 
151  58736 |Loss: 0.731 | Acc: 73.347% 
151  58737 |Loss: 0.732 | Acc: 73.330% 
151  58738 |Loss: 0.731 | Acc: 73.322% 
151  58739 |Loss: 0.732 | Acc: 73.306% 
151  58740 |Loss: 0.732 | Acc: 73.273% 
151  58741 |Loss: 0.731 | Acc: 73.292% 
151  58742 |Loss: 0.733 | Acc: 73.217% 
151  58743 |Loss: 0.734 | Acc: 73.135% 
151  58744 |Loss: 0.733 | Acc: 73.172% 
151  58745 |Loss: 0.732 | Acc: 73.199% 
151  58746 |Loss: 0.733 | Acc: 73.153% 
151  58747 |Loss: 0.732 | Acc: 73.131% 
151  58748 |Loss: 0.732 | Acc: 73.135% 
151  58749 |Loss: 0.732 | Acc: 73.138% 
151  58750 |Loss: 0.732 | Acc: 73.148% 
151  58751 |Loss: 0.731 | Acc: 73.151% 
151  58752 |Loss: 0.732 | Acc: 73.108% 
151  58753 |Loss: 0.733 | Acc: 73.058% 
151  58754 |Loss: 0.733 | Acc: 73.017% 
151  58755 |Loss: 0.734 | Acc: 73.006% 
151  58756 |Loss: 0.733 | Acc: 73.069% 
151  58757 |Loss: 0.732 | Acc: 73.109% 
151  58758 |Loss: 0.732 | Acc: 73.112% 
151  58759 |Loss: 0.732 | Acc: 73.115% 
151  58760 |Loss: 0.732 | Acc: 73.075% 
151  58761 |Loss: 0.732 | Acc: 73.072% 
151  58762 |Loss: 0.734 | Acc: 73.033% 
151  58763 |Loss: 0.734 | Acc: 73.016% 
151  58764 |Loss: 0.733 | Acc: 73.047% 
151  58765 |Loss: 0.733 | Acc: 73.071% 
151  58766 |Loss: 0.733 | Acc: 73.033% 
151  58767 |Loss: 0.733 | Acc: 73.084% 
151  58768 |Loss: 0.733 | Acc: 73.073% 
151  58769 |Loss: 0.733 | Acc: 73.057% 
151  58770 |Loss: 0.733 | Acc: 73.047% 
151  58771 |Loss: 0.734 | Acc: 73.037% 
151  58772 |Loss: 0.734 | Acc: 73.028% 
151  58773 |Loss: 0.734 | Acc: 73.069% 
151  58774 |Loss: 0.734 | Acc: 73.034% 
151  58775 |Loss: 0.732 | Acc: 73.100% 
151  58776 |Loss: 0.731 | Acc: 73.165% 
151  58777 |Loss: 0.731 | Acc: 73.173% 
151  58778 |Loss: 0.730 | Acc: 73.193% 
151  58779 |Loss: 0.729 | Acc: 73.238% 
151  58780 |Loss: 0.728 | Acc: 73.269% 
151  58781 |Loss: 0.727 | Acc: 73.300% 
151  58782 |Loss: 0.727 | Acc: 73.266% 
151  58783 |Loss: 0.727 | Acc: 73.261% 
151  58784 |Loss: 0.728 | Acc: 73.233% 
151  58785 |Loss: 0.729 | Acc: 73.223% 
151  58786 |Loss: 0.729 | Acc: 73.219% 
151  58787 |Loss: 0.729 | Acc: 73.192% 
151  58788 |Loss: 0.728 | Acc: 73.217% 
151  58789 |Loss: 0.729 | Acc: 73.196% 
151  58790 |Loss: 0.729 | Acc: 73.186% 
151  58791 |Loss: 0.729 | Acc: 73.205% 
151  58792 |Loss: 0.730 | Acc: 73.184% 
151  58793 |Loss: 0.729 | Acc: 73.214% 
151  58794 |Loss: 0.729 | Acc: 73.210% 
151  58795 |Loss: 0.730 | Acc: 73.157% 
151  58796 |Loss: 0.729 | Acc: 73.213% 
151  58797 |Loss: 0.729 | Acc: 73.198% 
151  58798 |Loss: 0.730 | Acc: 73.189% 
151  58799 |Loss: 0.730 | Acc: 73.196% 
151  58800 |Loss: 0.729 | Acc: 73.188% 
151  58801 |Loss: 0.729 | Acc: 73.189% 
151  58802 |Loss: 0.730 | Acc: 73.175% 
151  58803 |Loss: 0.730 | Acc: 73.167% 
151  58804 |Loss: 0.730 | Acc: 73.189% 
151  58805 |Loss: 0.729 | Acc: 73.236% 
