053  20333 |Loss: 1.793 | Acc: 29.688% 
053  20609 |Loss: 1.751 | Acc: 34.857% 
053  20610 |Loss: 1.751 | Acc: 34.858% 
053  20611 |Loss: 1.751 | Acc: 34.862% 
053  20612 |Loss: 1.752 | Acc: 34.830% 
053  20613 |Loss: 1.751 | Acc: 34.828% 
053  20614 |Loss: 1.752 | Acc: 34.835% 
053  20615 |Loss: 1.751 | Acc: 34.828% 
053  20616 |Loss: 1.752 | Acc: 34.818% 
053  20617 |Loss: 1.752 | Acc: 34.808% 
053  20618 |Loss: 1.752 | Acc: 34.812% 
053  20619 |Loss: 1.752 | Acc: 34.824% 
053  20620 |Loss: 1.751 | Acc: 34.817% 
053  20621 |Loss: 1.751 | Acc: 34.835% 
053  20622 |Loss: 1.751 | Acc: 34.822% 
053  20623 |Loss: 1.751 | Acc: 34.821% 
053  20624 |Loss: 1.751 | Acc: 34.841% 
053  20625 |Loss: 1.751 | Acc: 34.847% 
053  20626 |Loss: 1.750 | Acc: 34.869% 
053  20627 |Loss: 1.750 | Acc: 34.876% 
053  20628 |Loss: 1.751 | Acc: 34.861% 
053  20629 |Loss: 1.751 | Acc: 34.867% 
053  20630 |Loss: 1.751 | Acc: 34.868% 
053  20631 |Loss: 1.750 | Acc: 34.887% 
053  20632 |Loss: 1.751 | Acc: 34.888% 
053  20633 |Loss: 1.751 | Acc: 34.876% 
053  20634 |Loss: 1.751 | Acc: 34.859% 
053  20635 |Loss: 1.751 | Acc: 34.865% 
053  20636 |Loss: 1.751 | Acc: 34.868% 
053  20637 |Loss: 1.751 | Acc: 34.887% 
053  20638 |Loss: 1.751 | Acc: 34.881% 
053  20639 |Loss: 1.751 | Acc: 34.866% 
053  20640 |Loss: 1.751 | Acc: 34.854% 
053  20641 |Loss: 1.750 | Acc: 34.871% 
053  20642 |Loss: 1.751 | Acc: 34.859% 
053  20643 |Loss: 1.751 | Acc: 34.862% 
053  20644 |Loss: 1.751 | Acc: 34.861% 
053  20645 |Loss: 1.751 | Acc: 34.839% 
053  20646 |Loss: 1.750 | Acc: 34.850% 
053  20647 |Loss: 1.750 | Acc: 34.849% 
053  20648 |Loss: 1.751 | Acc: 34.808% 
053  20649 |Loss: 1.751 | Acc: 34.804% 
053  20650 |Loss: 1.751 | Acc: 34.798% 
053  20651 |Loss: 1.751 | Acc: 34.796% 
053  20652 |Loss: 1.751 | Acc: 34.797% 
053  20653 |Loss: 1.751 | Acc: 34.781% 
053  20654 |Loss: 1.751 | Acc: 34.770% 
053  20655 |Loss: 1.752 | Acc: 34.757% 
053  20656 |Loss: 1.752 | Acc: 34.780% 
053  20657 |Loss: 1.752 | Acc: 34.762% 
053  20658 |Loss: 1.752 | Acc: 34.756% 
053  20659 |Loss: 1.752 | Acc: 34.755% 
053  20660 |Loss: 1.752 | Acc: 34.730% 
053  20661 |Loss: 1.752 | Acc: 34.722% 
053  20662 |Loss: 1.753 | Acc: 34.718% 
053  20663 |Loss: 1.753 | Acc: 34.722% 
053  20664 |Loss: 1.753 | Acc: 34.714% 
053  20665 |Loss: 1.752 | Acc: 34.720% 
053  20666 |Loss: 1.753 | Acc: 34.700% 
053  20667 |Loss: 1.753 | Acc: 34.713% 
053  20668 |Loss: 1.752 | Acc: 34.731% 
053  20669 |Loss: 1.753 | Acc: 34.730% 
053  20670 |Loss: 1.752 | Acc: 34.761% 
053  20671 |Loss: 1.752 | Acc: 34.751% 
053  20672 |Loss: 1.752 | Acc: 34.766% 
053  20673 |Loss: 1.752 | Acc: 34.776% 
053  20674 |Loss: 1.752 | Acc: 34.779% 
053  20675 |Loss: 1.752 | Acc: 34.799% 
053  20676 |Loss: 1.752 | Acc: 34.793% 
053  20677 |Loss: 1.752 | Acc: 34.776% 
053  20678 |Loss: 1.753 | Acc: 34.752% 
053  20679 |Loss: 1.753 | Acc: 34.751% 
053  20680 |Loss: 1.753 | Acc: 34.725% 
053  20681 |Loss: 1.753 | Acc: 34.762% 
053  20682 |Loss: 1.753 | Acc: 34.763% 
053  20683 |Loss: 1.753 | Acc: 34.760% 
053  20684 |Loss: 1.753 | Acc: 34.755% 
053  20685 |Loss: 1.753 | Acc: 34.749% 
053  20686 |Loss: 1.753 | Acc: 34.744% 
053  20687 |Loss: 1.753 | Acc: 34.745% 
053  20688 |Loss: 1.753 | Acc: 34.735% 
053  20689 |Loss: 1.753 | Acc: 34.740% 
053  20690 |Loss: 1.753 | Acc: 34.735% 
053  20691 |Loss: 1.753 | Acc: 34.749% 
053  20692 |Loss: 1.753 | Acc: 34.737% 
053  20693 |Loss: 1.752 | Acc: 34.732% 
053  20694 |Loss: 1.753 | Acc: 34.722% 
053  20695 |Loss: 1.752 | Acc: 34.726% 
053  20696 |Loss: 1.752 | Acc: 34.742% 
053  20697 |Loss: 1.752 | Acc: 34.752% 
053  20698 |Loss: 1.752 | Acc: 34.759% 
053  20699 |Loss: 1.752 | Acc: 34.775% 
053  20700 |Loss: 1.751 | Acc: 34.806% 
053  20701 |Loss: 1.752 | Acc: 34.817% 
053  20702 |Loss: 1.751 | Acc: 34.804% 
053  20703 |Loss: 1.751 | Acc: 34.821% 
053  20704 |Loss: 1.752 | Acc: 34.820% 
053  20705 |Loss: 1.752 | Acc: 34.811% 
053  20706 |Loss: 1.752 | Acc: 34.814% 
053  20707 |Loss: 1.752 | Acc: 34.817% 
053  20708 |Loss: 1.752 | Acc: 34.830% 
053  20709 |Loss: 1.752 | Acc: 34.847% 
053  20710 |Loss: 1.752 | Acc: 34.850% 
053  20711 |Loss: 1.752 | Acc: 34.851% 
053  20712 |Loss: 1.752 | Acc: 34.870% 
053  20713 |Loss: 1.752 | Acc: 34.869% 
053  20714 |Loss: 1.752 | Acc: 34.864% 
053  20715 |Loss: 1.752 | Acc: 34.879% 
053  20716 |Loss: 1.752 | Acc: 34.865% 
053  20717 |Loss: 1.752 | Acc: 34.856% 
053  20718 |Loss: 1.752 | Acc: 34.859% 
053  20719 |Loss: 1.752 | Acc: 34.880% 
053  20720 |Loss: 1.751 | Acc: 34.884% 
053  20721 |Loss: 1.751 | Acc: 34.891% 
053  20722 |Loss: 1.751 | Acc: 34.882% 
053  20723 |Loss: 1.751 | Acc: 34.886% 
054  20724 |Loss: 1.681 | Acc: 42.969% 
054  20725 |Loss: 1.672 | Acc: 40.234% 
054  20726 |Loss: 1.698 | Acc: 38.021% 
054  20727 |Loss: 1.708 | Acc: 38.086% 
054  20728 |Loss: 1.725 | Acc: 37.031% 
054  20729 |Loss: 1.725 | Acc: 36.719% 
054  20730 |Loss: 1.719 | Acc: 36.719% 
054  20731 |Loss: 1.707 | Acc: 37.695% 
054  20732 |Loss: 1.713 | Acc: 38.021% 
054  20733 |Loss: 1.724 | Acc: 37.266% 
054  20734 |Loss: 1.710 | Acc: 37.500% 
054  20735 |Loss: 1.716 | Acc: 37.305% 
054  20736 |Loss: 1.716 | Acc: 37.200% 
054  20737 |Loss: 1.716 | Acc: 37.667% 
054  20738 |Loss: 1.720 | Acc: 37.604% 
054  20739 |Loss: 1.728 | Acc: 37.354% 
054  20740 |Loss: 1.730 | Acc: 37.178% 
054  20741 |Loss: 1.730 | Acc: 37.283% 
054  20742 |Loss: 1.733 | Acc: 37.418% 
054  20743 |Loss: 1.738 | Acc: 37.188% 
054  20744 |Loss: 1.734 | Acc: 37.202% 
054  20745 |Loss: 1.731 | Acc: 37.287% 
054  20746 |Loss: 1.738 | Acc: 36.923% 
054  20747 |Loss: 1.736 | Acc: 36.979% 
054  20748 |Loss: 1.733 | Acc: 37.031% 
054  20749 |Loss: 1.731 | Acc: 36.989% 
054  20750 |Loss: 1.730 | Acc: 36.690% 
054  20751 |Loss: 1.734 | Acc: 36.719% 
054  20752 |Loss: 1.736 | Acc: 36.665% 
054  20753 |Loss: 1.733 | Acc: 36.745% 
054  20754 |Loss: 1.737 | Acc: 36.593% 
054  20755 |Loss: 1.739 | Acc: 36.377% 
054  20756 |Loss: 1.736 | Acc: 36.387% 
054  20757 |Loss: 1.737 | Acc: 36.374% 
054  20758 |Loss: 1.736 | Acc: 36.362% 
054  20759 |Loss: 1.734 | Acc: 36.350% 
054  20760 |Loss: 1.737 | Acc: 36.064% 
054  20761 |Loss: 1.735 | Acc: 36.081% 
054  20762 |Loss: 1.733 | Acc: 36.098% 
054  20763 |Loss: 1.734 | Acc: 36.152% 
054  20764 |Loss: 1.733 | Acc: 36.185% 
054  20765 |Loss: 1.733 | Acc: 36.161% 
054  20766 |Loss: 1.730 | Acc: 36.210% 
054  20767 |Loss: 1.730 | Acc: 36.222% 
054  20768 |Loss: 1.728 | Acc: 36.233% 
054  20769 |Loss: 1.728 | Acc: 36.124% 
054  20770 |Loss: 1.730 | Acc: 36.104% 
054  20771 |Loss: 1.731 | Acc: 35.856% 
054  20772 |Loss: 1.732 | Acc: 35.810% 
054  20773 |Loss: 1.732 | Acc: 35.875% 
054  20774 |Loss: 1.732 | Acc: 35.846% 
054  20775 |Loss: 1.733 | Acc: 35.757% 
054  20776 |Loss: 1.734 | Acc: 35.657% 
054  20777 |Loss: 1.734 | Acc: 35.677% 
054  20778 |Loss: 1.734 | Acc: 35.625% 
054  20779 |Loss: 1.735 | Acc: 35.589% 
054  20780 |Loss: 1.733 | Acc: 35.650% 
054  20781 |Loss: 1.733 | Acc: 35.614% 
054  20782 |Loss: 1.733 | Acc: 35.686% 
054  20783 |Loss: 1.734 | Acc: 35.664% 
054  20784 |Loss: 1.735 | Acc: 35.630% 
054  20785 |Loss: 1.736 | Acc: 35.622% 
054  20786 |Loss: 1.738 | Acc: 35.503% 
054  20787 |Loss: 1.737 | Acc: 35.559% 
054  20788 |Loss: 1.738 | Acc: 35.517% 
054  20789 |Loss: 1.738 | Acc: 35.511% 
054  20790 |Loss: 1.739 | Acc: 35.366% 
054  20791 |Loss: 1.738 | Acc: 35.420% 
054  20792 |Loss: 1.739 | Acc: 35.394% 
054  20793 |Loss: 1.737 | Acc: 35.458% 
054  20794 |Loss: 1.738 | Acc: 35.376% 
054  20795 |Loss: 1.737 | Acc: 35.438% 
054  20796 |Loss: 1.737 | Acc: 35.456% 
054  20797 |Loss: 1.740 | Acc: 35.367% 
054  20798 |Loss: 1.742 | Acc: 35.229% 
054  20799 |Loss: 1.744 | Acc: 35.167% 
054  20800 |Loss: 1.744 | Acc: 35.166% 
054  20801 |Loss: 1.744 | Acc: 35.146% 
054  20802 |Loss: 1.742 | Acc: 35.156% 
054  20803 |Loss: 1.742 | Acc: 35.176% 
054  20804 |Loss: 1.742 | Acc: 35.214% 
054  20805 |Loss: 1.741 | Acc: 35.261% 
054  20806 |Loss: 1.740 | Acc: 35.326% 
054  20807 |Loss: 1.741 | Acc: 35.286% 
054  20808 |Loss: 1.740 | Acc: 35.248% 
054  20809 |Loss: 1.741 | Acc: 35.247% 
054  20810 |Loss: 1.739 | Acc: 35.336% 
054  20811 |Loss: 1.739 | Acc: 35.369% 
054  20812 |Loss: 1.739 | Acc: 35.411% 
054  20813 |Loss: 1.738 | Acc: 35.460% 
054  20814 |Loss: 1.738 | Acc: 35.440% 
054  20815 |Loss: 1.739 | Acc: 35.386% 
054  20816 |Loss: 1.738 | Acc: 35.366% 
054  20817 |Loss: 1.739 | Acc: 35.381% 
054  20818 |Loss: 1.738 | Acc: 35.395% 
054  20819 |Loss: 1.737 | Acc: 35.433% 
054  20820 |Loss: 1.739 | Acc: 35.333% 
054  20821 |Loss: 1.740 | Acc: 35.228% 
054  20822 |Loss: 1.740 | Acc: 35.219% 
054  20823 |Loss: 1.742 | Acc: 35.195% 
054  20824 |Loss: 1.742 | Acc: 35.164% 
054  20825 |Loss: 1.742 | Acc: 35.141% 
054  20826 |Loss: 1.743 | Acc: 35.118% 
054  20827 |Loss: 1.743 | Acc: 35.149% 
054  20828 |Loss: 1.743 | Acc: 35.134% 
054  20829 |Loss: 1.744 | Acc: 35.090% 
054  20830 |Loss: 1.744 | Acc: 35.083% 
054  20831 |Loss: 1.744 | Acc: 35.026% 
054  20832 |Loss: 1.744 | Acc: 35.027% 
054  20833 |Loss: 1.744 | Acc: 35.021% 
054  20834 |Loss: 1.745 | Acc: 35.030% 
054  20835 |Loss: 1.744 | Acc: 35.080% 
054  20836 |Loss: 1.745 | Acc: 35.046% 
054  20837 |Loss: 1.746 | Acc: 35.012% 
054  20838 |Loss: 1.748 | Acc: 34.959% 
054  20839 |Loss: 1.748 | Acc: 34.974% 
054  20840 |Loss: 1.748 | Acc: 34.916% 
054  20841 |Loss: 1.748 | Acc: 34.925% 
054  20842 |Loss: 1.748 | Acc: 34.946% 
054  20843 |Loss: 1.748 | Acc: 34.954% 
054  20844 |Loss: 1.748 | Acc: 34.956% 
054  20845 |Loss: 1.748 | Acc: 34.926% 
054  20846 |Loss: 1.748 | Acc: 34.966% 
054  20847 |Loss: 1.748 | Acc: 34.967% 
054  20848 |Loss: 1.749 | Acc: 34.925% 
054  20849 |Loss: 1.748 | Acc: 34.970% 
