001  00001 |Loss: 3.553 | Acc: 0.000% 
001  00099 |Loss: 2.430 | Acc: 10.693% 
001  00100 |Loss: 2.428 | Acc: 10.734% 
001  00101 |Loss: 2.426 | Acc: 10.752% 
001  00102 |Loss: 2.424 | Acc: 10.769% 
001  00103 |Loss: 2.423 | Acc: 10.877% 
001  00104 |Loss: 2.421 | Acc: 10.945% 
001  00105 |Loss: 2.419 | Acc: 11.004% 
001  00106 |Loss: 2.418 | Acc: 11.055% 
001  00107 |Loss: 2.416 | Acc: 11.076% 
001  00108 |Loss: 2.415 | Acc: 11.111% 
001  00109 |Loss: 2.413 | Acc: 11.117% 
001  00110 |Loss: 2.412 | Acc: 11.151% 
001  00111 |Loss: 2.410 | Acc: 11.184% 
001  00112 |Loss: 2.408 | Acc: 11.210% 
001  00113 |Loss: 2.406 | Acc: 11.242% 
001  00114 |Loss: 2.405 | Acc: 11.280% 
001  00115 |Loss: 2.403 | Acc: 11.325% 
001  00116 |Loss: 2.401 | Acc: 11.443% 
001  00117 |Loss: 2.399 | Acc: 11.485% 
001  00118 |Loss: 2.398 | Acc: 11.520% 
001  00119 |Loss: 2.396 | Acc: 11.561% 
001  00120 |Loss: 2.395 | Acc: 11.556% 
001  00121 |Loss: 2.394 | Acc: 11.615% 
001  00122 |Loss: 2.392 | Acc: 11.642% 
001  00123 |Loss: 2.391 | Acc: 11.636% 
001  00124 |Loss: 2.390 | Acc: 11.643% 
001  00125 |Loss: 2.388 | Acc: 11.725% 
001  00126 |Loss: 2.387 | Acc: 11.750% 
001  00127 |Loss: 2.385 | Acc: 11.762% 
001  00128 |Loss: 2.384 | Acc: 11.792% 
001  00129 |Loss: 2.383 | Acc: 11.822% 
001  00130 |Loss: 2.382 | Acc: 11.851% 
001  00131 |Loss: 2.382 | Acc: 11.844% 
001  00132 |Loss: 2.381 | Acc: 11.855% 
001  00133 |Loss: 2.379 | Acc: 11.901% 
001  00134 |Loss: 2.378 | Acc: 11.888% 
001  00135 |Loss: 2.377 | Acc: 11.921% 
001  00136 |Loss: 2.376 | Acc: 11.972% 
001  00137 |Loss: 2.375 | Acc: 11.953% 
001  00138 |Loss: 2.374 | Acc: 11.985% 
001  00139 |Loss: 2.373 | Acc: 12.028% 
001  00140 |Loss: 2.372 | Acc: 12.031% 
001  00141 |Loss: 2.371 | Acc: 12.062% 
001  00142 |Loss: 2.371 | Acc: 12.076% 
001  00143 |Loss: 2.370 | Acc: 12.107% 
001  00144 |Loss: 2.369 | Acc: 12.147% 
001  00145 |Loss: 2.367 | Acc: 12.193% 
001  00146 |Loss: 2.366 | Acc: 12.222% 
001  00147 |Loss: 2.365 | Acc: 12.266% 
001  00148 |Loss: 2.365 | Acc: 12.268% 
001  00149 |Loss: 2.363 | Acc: 12.337% 
001  00150 |Loss: 2.362 | Acc: 12.380% 
001  00151 |Loss: 2.361 | Acc: 12.433% 
001  00152 |Loss: 2.360 | Acc: 12.474% 
001  00153 |Loss: 2.359 | Acc: 12.505% 
001  00154 |Loss: 2.357 | Acc: 12.556% 
001  00155 |Loss: 2.356 | Acc: 12.611% 
001  00156 |Loss: 2.355 | Acc: 12.645% 
001  00157 |Loss: 2.355 | Acc: 12.664% 
001  00158 |Loss: 2.354 | Acc: 12.683% 
001  00159 |Loss: 2.353 | Acc: 12.751% 
001  00160 |Loss: 2.352 | Acc: 12.773% 
001  00161 |Loss: 2.351 | Acc: 12.806% 
001  00162 |Loss: 2.350 | Acc: 12.838% 
001  00163 |Loss: 2.349 | Acc: 12.869% 
001  00164 |Loss: 2.349 | Acc: 12.895% 
001  00165 |Loss: 2.348 | Acc: 12.912% 
001  00166 |Loss: 2.347 | Acc: 12.933% 
001  00167 |Loss: 2.346 | Acc: 12.958% 
001  00168 |Loss: 2.345 | Acc: 13.012% 
001  00169 |Loss: 2.345 | Acc: 13.022% 
001  00170 |Loss: 2.344 | Acc: 13.093% 
001  00171 |Loss: 2.343 | Acc: 13.121% 
001  00172 |Loss: 2.343 | Acc: 13.163% 
001  00173 |Loss: 2.342 | Acc: 13.204% 
001  00174 |Loss: 2.341 | Acc: 13.259% 
001  00175 |Loss: 2.340 | Acc: 13.281% 
001  00176 |Loss: 2.339 | Acc: 13.312% 
001  00177 |Loss: 2.339 | Acc: 13.321% 
001  00178 |Loss: 2.338 | Acc: 13.330% 
001  00179 |Loss: 2.337 | Acc: 13.364% 
001  00180 |Loss: 2.336 | Acc: 13.390% 
001  00181 |Loss: 2.336 | Acc: 13.406% 
001  00182 |Loss: 2.335 | Acc: 13.419% 
001  00183 |Loss: 2.334 | Acc: 13.478% 
001  00184 |Loss: 2.333 | Acc: 13.506% 
001  00185 |Loss: 2.332 | Acc: 13.530% 
001  00186 |Loss: 2.332 | Acc: 13.533% 
001  00187 |Loss: 2.331 | Acc: 13.553% 
001  00188 |Loss: 2.330 | Acc: 13.568% 
001  00189 |Loss: 2.330 | Acc: 13.558% 
001  00190 |Loss: 2.329 | Acc: 13.544% 
001  00191 |Loss: 2.329 | Acc: 13.535% 
001  00192 |Loss: 2.328 | Acc: 13.525% 
001  00193 |Loss: 2.328 | Acc: 13.516% 
001  00194 |Loss: 2.327 | Acc: 13.519% 
001  00195 |Loss: 2.326 | Acc: 13.554% 
001  00196 |Loss: 2.325 | Acc: 13.576% 
001  00197 |Loss: 2.325 | Acc: 13.591% 
001  00198 |Loss: 2.324 | Acc: 13.617% 
001  00199 |Loss: 2.323 | Acc: 13.619% 
001  00200 |Loss: 2.322 | Acc: 13.609% 
001  00201 |Loss: 2.322 | Acc: 13.643% 
001  00202 |Loss: 2.321 | Acc: 13.676% 
001  00203 |Loss: 2.320 | Acc: 13.705% 
001  00204 |Loss: 2.319 | Acc: 13.706% 
001  00205 |Loss: 2.319 | Acc: 13.731% 
001  00206 |Loss: 2.318 | Acc: 13.748% 
001  00207 |Loss: 2.317 | Acc: 13.779% 
001  00208 |Loss: 2.317 | Acc: 13.815% 
001  00209 |Loss: 2.316 | Acc: 13.849% 
001  00210 |Loss: 2.316 | Acc: 13.847% 
001  00211 |Loss: 2.316 | Acc: 13.855% 
001  00212 |Loss: 2.315 | Acc: 13.882% 
001  00213 |Loss: 2.314 | Acc: 13.879% 
001  00214 |Loss: 2.313 | Acc: 13.931% 
001  00215 |Loss: 2.313 | Acc: 13.950% 
001  00216 |Loss: 2.312 | Acc: 13.950% 
001  00217 |Loss: 2.312 | Acc: 13.933% 
001  00218 |Loss: 2.312 | Acc: 13.937% 
001  00219 |Loss: 2.311 | Acc: 13.988% 
001  00220 |Loss: 2.310 | Acc: 14.002% 
001  00221 |Loss: 2.310 | Acc: 14.034% 
001  00222 |Loss: 2.310 | Acc: 14.020% 
001  00223 |Loss: 2.309 | Acc: 13.999% 
001  00224 |Loss: 2.309 | Acc: 13.996% 
001  00225 |Loss: 2.308 | Acc: 14.014% 
001  00226 |Loss: 2.307 | Acc: 14.045% 
001  00227 |Loss: 2.307 | Acc: 14.076% 
001  00228 |Loss: 2.306 | Acc: 14.100% 
001  00229 |Loss: 2.306 | Acc: 14.127% 
001  00230 |Loss: 2.305 | Acc: 14.168% 
001  00231 |Loss: 2.305 | Acc: 14.167% 
001  00232 |Loss: 2.304 | Acc: 14.190% 
001  00233 |Loss: 2.304 | Acc: 14.193% 
001  00234 |Loss: 2.303 | Acc: 14.199% 
001  00235 |Loss: 2.303 | Acc: 14.235% 
001  00236 |Loss: 2.302 | Acc: 14.241% 
001  00237 |Loss: 2.302 | Acc: 14.244% 
001  00238 |Loss: 2.301 | Acc: 14.269% 
001  00239 |Loss: 2.301 | Acc: 14.278% 
001  00240 |Loss: 2.300 | Acc: 14.284% 
001  00241 |Loss: 2.299 | Acc: 14.306% 
001  00242 |Loss: 2.299 | Acc: 14.327% 
001  00243 |Loss: 2.299 | Acc: 14.326% 
001  00244 |Loss: 2.298 | Acc: 14.328% 
001  00245 |Loss: 2.298 | Acc: 14.343% 
001  00246 |Loss: 2.298 | Acc: 14.358% 
001  00247 |Loss: 2.297 | Acc: 14.391% 
001  00248 |Loss: 2.297 | Acc: 14.428% 
001  00249 |Loss: 2.296 | Acc: 14.464% 
001  00250 |Loss: 2.295 | Acc: 14.469% 
001  00251 |Loss: 2.295 | Acc: 14.464% 
001  00252 |Loss: 2.295 | Acc: 14.469% 
001  00253 |Loss: 2.295 | Acc: 14.473% 
001  00254 |Loss: 2.294 | Acc: 14.493% 
001  00255 |Loss: 2.294 | Acc: 14.522% 
001  00256 |Loss: 2.294 | Acc: 14.539% 
001  00257 |Loss: 2.293 | Acc: 14.564% 
001  00258 |Loss: 2.292 | Acc: 14.598% 
001  00259 |Loss: 2.292 | Acc: 14.621% 
001  00260 |Loss: 2.292 | Acc: 14.612% 
001  00261 |Loss: 2.291 | Acc: 14.634% 
001  00262 |Loss: 2.291 | Acc: 14.659% 
001  00263 |Loss: 2.290 | Acc: 14.692% 
001  00264 |Loss: 2.290 | Acc: 14.714% 
001  00265 |Loss: 2.290 | Acc: 14.729% 
001  00266 |Loss: 2.289 | Acc: 14.744% 
001  00267 |Loss: 2.289 | Acc: 14.747% 
001  00268 |Loss: 2.289 | Acc: 14.750% 
001  00269 |Loss: 2.289 | Acc: 14.762% 
001  00270 |Loss: 2.288 | Acc: 14.751% 
001  00271 |Loss: 2.288 | Acc: 14.780% 
001  00272 |Loss: 2.288 | Acc: 14.806% 
001  00273 |Loss: 2.287 | Acc: 14.829% 
001  00274 |Loss: 2.287 | Acc: 14.849% 
001  00275 |Loss: 2.286 | Acc: 14.866% 
001  00276 |Loss: 2.286 | Acc: 14.864% 
001  00277 |Loss: 2.286 | Acc: 14.872% 
001  00278 |Loss: 2.285 | Acc: 14.911% 
001  00279 |Loss: 2.285 | Acc: 14.922% 
001  00280 |Loss: 2.284 | Acc: 14.922% 
001  00281 |Loss: 2.284 | Acc: 14.924% 
001  00282 |Loss: 2.284 | Acc: 14.921% 
001  00283 |Loss: 2.284 | Acc: 14.938% 
001  00284 |Loss: 2.283 | Acc: 14.959% 
001  00285 |Loss: 2.283 | Acc: 14.959% 
001  00286 |Loss: 2.283 | Acc: 14.942% 
001  00287 |Loss: 2.282 | Acc: 14.974% 
001  00288 |Loss: 2.282 | Acc: 14.988% 
001  00289 |Loss: 2.281 | Acc: 15.014% 
001  00290 |Loss: 2.281 | Acc: 15.005% 
001  00291 |Loss: 2.281 | Acc: 15.005% 
001  00292 |Loss: 2.281 | Acc: 15.018% 
001  00293 |Loss: 2.280 | Acc: 15.038% 
001  00294 |Loss: 2.280 | Acc: 15.046% 
001  00295 |Loss: 2.280 | Acc: 15.064% 
001  00296 |Loss: 2.279 | Acc: 15.063% 
001  00297 |Loss: 2.279 | Acc: 15.086% 
001  00298 |Loss: 2.278 | Acc: 15.106% 
001  00299 |Loss: 2.278 | Acc: 15.131% 
001  00300 |Loss: 2.278 | Acc: 15.146% 
001  00301 |Loss: 2.277 | Acc: 15.150% 
001  00302 |Loss: 2.278 | Acc: 15.141% 
001  00303 |Loss: 2.277 | Acc: 15.148% 
001  00304 |Loss: 2.277 | Acc: 15.168% 
001  00305 |Loss: 2.276 | Acc: 15.195% 
001  00306 |Loss: 2.276 | Acc: 15.211% 
001  00307 |Loss: 2.276 | Acc: 15.218% 
001  00308 |Loss: 2.276 | Acc: 15.214% 
001  00309 |Loss: 2.275 | Acc: 15.228% 
001  00310 |Loss: 2.275 | Acc: 15.242% 
001  00311 |Loss: 2.275 | Acc: 15.258% 
001  00312 |Loss: 2.275 | Acc: 15.254% 
001  00313 |Loss: 2.274 | Acc: 15.251% 
001  00314 |Loss: 2.274 | Acc: 15.244% 
001  00315 |Loss: 2.274 | Acc: 15.246% 
001  00316 |Loss: 2.273 | Acc: 15.247% 
001  00317 |Loss: 2.273 | Acc: 15.253% 
001  00318 |Loss: 2.273 | Acc: 15.256% 
001  00319 |Loss: 2.273 | Acc: 15.243% 
001  00320 |Loss: 2.272 | Acc: 15.237% 
001  00321 |Loss: 2.272 | Acc: 15.255% 
001  00322 |Loss: 2.272 | Acc: 15.263% 
001  00323 |Loss: 2.272 | Acc: 15.265% 
001  00324 |Loss: 2.271 | Acc: 15.292% 
001  00325 |Loss: 2.271 | Acc: 15.300% 
001  00326 |Loss: 2.271 | Acc: 15.313% 
001  00327 |Loss: 2.270 | Acc: 15.310% 
001  00328 |Loss: 2.270 | Acc: 15.320% 
001  00329 |Loss: 2.270 | Acc: 15.338% 
001  00330 |Loss: 2.270 | Acc: 15.369% 
001  00331 |Loss: 2.269 | Acc: 15.363% 
001  00332 |Loss: 2.269 | Acc: 15.371% 
001  00333 |Loss: 2.269 | Acc: 15.390% 
001  00334 |Loss: 2.269 | Acc: 15.389% 
001  00335 |Loss: 2.268 | Acc: 15.403% 
001  00336 |Loss: 2.268 | Acc: 15.418% 
001  00337 |Loss: 2.268 | Acc: 15.412% 
001  00338 |Loss: 2.268 | Acc: 15.412% 
001  00339 |Loss: 2.267 | Acc: 15.415% 
001  00340 |Loss: 2.267 | Acc: 15.414% 
001  00341 |Loss: 2.267 | Acc: 15.410% 
001  00342 |Loss: 2.267 | Acc: 15.413% 
001  00343 |Loss: 2.266 | Acc: 15.411% 
001  00344 |Loss: 2.266 | Acc: 15.409% 
001  00345 |Loss: 2.266 | Acc: 15.405% 
001  00346 |Loss: 2.266 | Acc: 15.420% 
001  00347 |Loss: 2.266 | Acc: 15.413% 
001  00348 |Loss: 2.266 | Acc: 15.403% 
001  00349 |Loss: 2.265 | Acc: 15.408% 
001  00350 |Loss: 2.265 | Acc: 15.413% 
001  00351 |Loss: 2.265 | Acc: 15.422% 
001  00352 |Loss: 2.264 | Acc: 15.434% 
001  00353 |Loss: 2.264 | Acc: 15.435% 
001  00354 |Loss: 2.264 | Acc: 15.448% 
001  00355 |Loss: 2.264 | Acc: 15.451% 
001  00356 |Loss: 2.264 | Acc: 15.454% 
001  00357 |Loss: 2.264 | Acc: 15.470% 
001  00358 |Loss: 2.263 | Acc: 15.470% 
001  00359 |Loss: 2.263 | Acc: 15.486% 
001  00360 |Loss: 2.263 | Acc: 15.490% 
001  00361 |Loss: 2.263 | Acc: 15.499% 
001  00362 |Loss: 2.263 | Acc: 15.502% 
001  00363 |Loss: 2.262 | Acc: 15.502% 
001  00364 |Loss: 2.262 | Acc: 15.518% 
001  00365 |Loss: 2.262 | Acc: 15.522% 
001  00366 |Loss: 2.262 | Acc: 15.552% 
001  00367 |Loss: 2.262 | Acc: 15.553% 
001  00368 |Loss: 2.261 | Acc: 15.555% 
001  00369 |Loss: 2.261 | Acc: 15.555% 
001  00370 |Loss: 2.261 | Acc: 15.560% 
001  00371 |Loss: 2.260 | Acc: 15.572% 
001  00372 |Loss: 2.260 | Acc: 15.577% 
001  00373 |Loss: 2.260 | Acc: 15.573% 
001  00374 |Loss: 2.260 | Acc: 15.585% 
001  00375 |Loss: 2.260 | Acc: 15.596% 
001  00376 |Loss: 2.260 | Acc: 15.586% 
001  00377 |Loss: 2.260 | Acc: 15.577% 
001  00378 |Loss: 2.259 | Acc: 15.582% 
001  00379 |Loss: 2.259 | Acc: 15.600% 
001  00380 |Loss: 2.259 | Acc: 15.594% 
001  00381 |Loss: 2.259 | Acc: 15.590% 
001  00382 |Loss: 2.259 | Acc: 15.596% 
001  00383 |Loss: 2.258 | Acc: 15.601% 
001  00384 |Loss: 2.258 | Acc: 15.629% 
001  00385 |Loss: 2.258 | Acc: 15.627% 
001  00386 |Loss: 2.258 | Acc: 15.645% 
001  00387 |Loss: 2.258 | Acc: 15.637% 
001  00388 |Loss: 2.257 | Acc: 15.651% 
001  00389 |Loss: 2.257 | Acc: 15.657% 
001  00390 |Loss: 2.257 | Acc: 15.659% 
001  00391 |Loss: 2.257 | Acc: 15.664% 
002  00392 |Loss: 2.200 | Acc: 13.281% 
002  00393 |Loss: 2.170 | Acc: 16.797% 
002  00394 |Loss: 2.195 | Acc: 16.146% 
002  00395 |Loss: 2.183 | Acc: 17.773% 
002  00396 |Loss: 2.177 | Acc: 17.656% 
002  00397 |Loss: 2.178 | Acc: 17.839% 
002  00398 |Loss: 2.189 | Acc: 17.634% 
002  00399 |Loss: 2.194 | Acc: 17.578% 
002  00400 |Loss: 2.190 | Acc: 18.056% 
002  00401 |Loss: 2.183 | Acc: 18.516% 
002  00402 |Loss: 2.179 | Acc: 18.466% 
002  00403 |Loss: 2.183 | Acc: 18.229% 
002  00404 |Loss: 2.178 | Acc: 18.570% 
002  00405 |Loss: 2.182 | Acc: 18.638% 
002  00406 |Loss: 2.186 | Acc: 18.438% 
002  00407 |Loss: 2.183 | Acc: 18.506% 
002  00408 |Loss: 2.184 | Acc: 18.566% 
002  00409 |Loss: 2.185 | Acc: 18.273% 
002  00410 |Loss: 2.188 | Acc: 18.174% 
002  00411 |Loss: 2.185 | Acc: 18.477% 
002  00412 |Loss: 2.181 | Acc: 18.862% 
002  00413 |Loss: 2.179 | Acc: 18.892% 
002  00414 |Loss: 2.178 | Acc: 18.886% 
002  00415 |Loss: 2.178 | Acc: 18.717% 
002  00416 |Loss: 2.179 | Acc: 18.531% 
002  00417 |Loss: 2.179 | Acc: 18.510% 
002  00418 |Loss: 2.181 | Acc: 18.461% 
002  00419 |Loss: 2.180 | Acc: 18.555% 
002  00420 |Loss: 2.180 | Acc: 18.534% 
002  00421 |Loss: 2.181 | Acc: 18.516% 
002  00422 |Loss: 2.181 | Acc: 18.548% 
002  00423 |Loss: 2.179 | Acc: 18.579% 
002  00424 |Loss: 2.179 | Acc: 18.584% 
002  00425 |Loss: 2.182 | Acc: 18.497% 
002  00426 |Loss: 2.181 | Acc: 18.571% 
002  00427 |Loss: 2.180 | Acc: 18.533% 
002  00428 |Loss: 2.179 | Acc: 18.602% 
002  00429 |Loss: 2.178 | Acc: 18.544% 
002  00430 |Loss: 2.178 | Acc: 18.510% 
002  00431 |Loss: 2.178 | Acc: 18.516% 
002  00432 |Loss: 2.176 | Acc: 18.731% 
002  00433 |Loss: 2.178 | Acc: 18.694% 
002  00434 |Loss: 2.178 | Acc: 18.641% 
002  00435 |Loss: 2.178 | Acc: 18.661% 
002  00436 |Loss: 2.176 | Acc: 18.594% 
002  00437 |Loss: 2.175 | Acc: 18.631% 
002  00438 |Loss: 2.174 | Acc: 18.717% 
002  00439 |Loss: 2.172 | Acc: 18.831% 
002  00440 |Loss: 2.173 | Acc: 18.814% 
002  00441 |Loss: 2.173 | Acc: 18.891% 
002  00442 |Loss: 2.172 | Acc: 18.995% 
002  00443 |Loss: 2.171 | Acc: 19.111% 
002  00444 |Loss: 2.171 | Acc: 19.045% 
002  00445 |Loss: 2.173 | Acc: 19.010% 
002  00446 |Loss: 2.171 | Acc: 19.006% 
002  00447 |Loss: 2.170 | Acc: 19.071% 
002  00448 |Loss: 2.169 | Acc: 19.189% 
002  00449 |Loss: 2.169 | Acc: 19.208% 
002  00450 |Loss: 2.171 | Acc: 19.134% 
002  00451 |Loss: 2.171 | Acc: 19.089% 
002  00452 |Loss: 2.172 | Acc: 19.045% 
002  00453 |Loss: 2.171 | Acc: 19.002% 
002  00454 |Loss: 2.172 | Acc: 18.998% 
002  00455 |Loss: 2.171 | Acc: 19.019% 
002  00456 |Loss: 2.171 | Acc: 19.002% 
002  00457 |Loss: 2.170 | Acc: 19.070% 
002  00458 |Loss: 2.170 | Acc: 19.123% 
002  00459 |Loss: 2.170 | Acc: 19.129% 
002  00460 |Loss: 2.169 | Acc: 19.124% 
002  00461 |Loss: 2.169 | Acc: 19.141% 
002  00462 |Loss: 2.168 | Acc: 19.146% 
002  00463 |Loss: 2.168 | Acc: 19.086% 
002  00464 |Loss: 2.168 | Acc: 19.092% 
002  00465 |Loss: 2.168 | Acc: 19.151% 
002  00466 |Loss: 2.169 | Acc: 19.083% 
002  00467 |Loss: 2.169 | Acc: 19.069% 
002  00468 |Loss: 2.168 | Acc: 19.095% 
002  00469 |Loss: 2.167 | Acc: 19.121% 
002  00470 |Loss: 2.168 | Acc: 19.027% 
002  00471 |Loss: 2.168 | Acc: 19.043% 
002  00472 |Loss: 2.167 | Acc: 19.078% 
002  00473 |Loss: 2.166 | Acc: 19.055% 
002  00474 |Loss: 2.166 | Acc: 19.089% 
002  00475 |Loss: 2.167 | Acc: 19.076% 
002  00476 |Loss: 2.167 | Acc: 19.062% 
002  00477 |Loss: 2.167 | Acc: 19.041% 
002  00478 |Loss: 2.166 | Acc: 19.001% 
002  00479 |Loss: 2.166 | Acc: 19.034% 
002  00480 |Loss: 2.166 | Acc: 19.048% 
002  00481 |Loss: 2.166 | Acc: 19.010% 
002  00482 |Loss: 2.167 | Acc: 19.025% 
002  00483 |Loss: 2.166 | Acc: 19.081% 
002  00484 |Loss: 2.166 | Acc: 19.078% 
002  00485 |Loss: 2.165 | Acc: 19.041% 
002  00486 |Loss: 2.165 | Acc: 19.095% 
002  00487 |Loss: 2.165 | Acc: 19.043% 
002  00488 |Loss: 2.165 | Acc: 19.032% 
002  00489 |Loss: 2.165 | Acc: 19.061% 
002  00490 |Loss: 2.164 | Acc: 19.066% 
002  00491 |Loss: 2.164 | Acc: 19.047% 
002  00492 |Loss: 2.164 | Acc: 19.028% 
002  00493 |Loss: 2.164 | Acc: 19.010% 
002  00494 |Loss: 2.164 | Acc: 19.038% 
002  00495 |Loss: 2.164 | Acc: 19.035% 
002  00496 |Loss: 2.164 | Acc: 19.003% 
002  00497 |Loss: 2.164 | Acc: 18.986% 
002  00498 |Loss: 2.164 | Acc: 18.940% 
002  00499 |Loss: 2.164 | Acc: 18.924% 
002  00500 |Loss: 2.164 | Acc: 18.929% 
002  00501 |Loss: 2.164 | Acc: 18.928% 
002  00502 |Loss: 2.164 | Acc: 18.926% 
002  00503 |Loss: 2.163 | Acc: 18.876% 
002  00504 |Loss: 2.163 | Acc: 18.874% 
002  00505 |Loss: 2.162 | Acc: 18.873% 
002  00506 |Loss: 2.163 | Acc: 18.872% 
002  00507 |Loss: 2.163 | Acc: 18.858% 
002  00508 |Loss: 2.162 | Acc: 18.857% 
002  00509 |Loss: 2.162 | Acc: 18.849% 
002  00510 |Loss: 2.162 | Acc: 18.829% 
002  00511 |Loss: 2.162 | Acc: 18.815% 
002  00512 |Loss: 2.164 | Acc: 18.744% 
002  00513 |Loss: 2.163 | Acc: 18.776% 
002  00514 |Loss: 2.164 | Acc: 18.731% 
002  00515 |Loss: 2.163 | Acc: 18.775% 
002  00516 |Loss: 2.163 | Acc: 18.812% 
002  00517 |Loss: 2.163 | Acc: 18.837% 
