105  40665 |Loss: 0.371 | Acc: 89.844% 
105  40741 |Loss: 0.357 | Acc: 87.957% 
105  40742 |Loss: 0.357 | Acc: 87.951% 
105  40743 |Loss: 0.356 | Acc: 87.935% 
105  40744 |Loss: 0.358 | Acc: 87.852% 
105  40745 |Loss: 0.358 | Acc: 87.818% 
105  40746 |Loss: 0.357 | Acc: 87.872% 
105  40747 |Loss: 0.357 | Acc: 87.877% 
105  40748 |Loss: 0.356 | Acc: 87.900% 
105  40749 |Loss: 0.356 | Acc: 87.886% 
105  40750 |Loss: 0.357 | Acc: 87.891% 
105  40751 |Loss: 0.357 | Acc: 87.913% 
105  40752 |Loss: 0.357 | Acc: 87.908% 
105  40753 |Loss: 0.357 | Acc: 87.895% 
105  40754 |Loss: 0.356 | Acc: 87.943% 
105  40755 |Loss: 0.354 | Acc: 88.007% 
105  40756 |Loss: 0.354 | Acc: 88.010% 
105  40757 |Loss: 0.354 | Acc: 88.012% 
105  40758 |Loss: 0.355 | Acc: 87.999% 
105  40759 |Loss: 0.355 | Acc: 87.993% 
105  40760 |Loss: 0.354 | Acc: 88.005% 
105  40761 |Loss: 0.353 | Acc: 88.032% 
105  40762 |Loss: 0.353 | Acc: 88.050% 
105  40763 |Loss: 0.352 | Acc: 88.084% 
105  40764 |Loss: 0.351 | Acc: 88.125% 
105  40765 |Loss: 0.350 | Acc: 88.157% 
105  40766 |Loss: 0.350 | Acc: 88.174% 
105  40767 |Loss: 0.349 | Acc: 88.167% 
105  40768 |Loss: 0.348 | Acc: 88.236% 
105  40769 |Loss: 0.348 | Acc: 88.214% 
105  40770 |Loss: 0.346 | Acc: 88.267% 
105  40771 |Loss: 0.345 | Acc: 88.296% 
105  40772 |Loss: 0.346 | Acc: 88.303% 
105  40773 |Loss: 0.345 | Acc: 88.317% 
105  40774 |Loss: 0.345 | Acc: 88.281% 
105  40775 |Loss: 0.345 | Acc: 88.288% 
105  40776 |Loss: 0.345 | Acc: 88.309% 
105  40777 |Loss: 0.345 | Acc: 88.309% 
105  40778 |Loss: 0.345 | Acc: 88.316% 
105  40779 |Loss: 0.344 | Acc: 88.336% 
105  40780 |Loss: 0.344 | Acc: 88.342% 
105  40781 |Loss: 0.343 | Acc: 88.348% 
105  40782 |Loss: 0.343 | Acc: 88.374% 
105  40783 |Loss: 0.342 | Acc: 88.386% 
105  40784 |Loss: 0.342 | Acc: 88.424% 
105  40785 |Loss: 0.342 | Acc: 88.404% 
105  40786 |Loss: 0.341 | Acc: 88.422% 
105  40787 |Loss: 0.342 | Acc: 88.402% 
105  40788 |Loss: 0.341 | Acc: 88.432% 
105  40789 |Loss: 0.341 | Acc: 88.450% 
105  40790 |Loss: 0.340 | Acc: 88.455% 
105  40791 |Loss: 0.340 | Acc: 88.453% 
105  40792 |Loss: 0.340 | Acc: 88.470% 
105  40793 |Loss: 0.339 | Acc: 88.499% 
105  40794 |Loss: 0.340 | Acc: 88.486% 
105  40795 |Loss: 0.340 | Acc: 88.490% 
105  40796 |Loss: 0.340 | Acc: 88.494% 
105  40797 |Loss: 0.340 | Acc: 88.487% 
105  40798 |Loss: 0.340 | Acc: 88.497% 
105  40799 |Loss: 0.339 | Acc: 88.519% 
105  40800 |Loss: 0.340 | Acc: 88.511% 
105  40801 |Loss: 0.340 | Acc: 88.538% 
105  40802 |Loss: 0.339 | Acc: 88.559% 
105  40803 |Loss: 0.339 | Acc: 88.540% 
105  40804 |Loss: 0.340 | Acc: 88.538% 
105  40805 |Loss: 0.339 | Acc: 88.564% 
105  40806 |Loss: 0.339 | Acc: 88.573% 
105  40807 |Loss: 0.339 | Acc: 88.598% 
105  40808 |Loss: 0.339 | Acc: 88.585% 
105  40809 |Loss: 0.339 | Acc: 88.583% 
105  40810 |Loss: 0.339 | Acc: 88.576% 
105  40811 |Loss: 0.339 | Acc: 88.579% 
105  40812 |Loss: 0.339 | Acc: 88.609% 
105  40813 |Loss: 0.339 | Acc: 88.606% 
105  40814 |Loss: 0.338 | Acc: 88.651% 
105  40815 |Loss: 0.338 | Acc: 88.659% 
105  40816 |Loss: 0.337 | Acc: 88.672% 
105  40817 |Loss: 0.337 | Acc: 88.690% 
105  40818 |Loss: 0.337 | Acc: 88.687% 
105  40819 |Loss: 0.337 | Acc: 88.700% 
105  40820 |Loss: 0.337 | Acc: 88.707% 
105  40821 |Loss: 0.337 | Acc: 88.684% 
105  40822 |Loss: 0.337 | Acc: 88.682% 
105  40823 |Loss: 0.337 | Acc: 88.684% 
105  40824 |Loss: 0.337 | Acc: 88.667% 
105  40825 |Loss: 0.336 | Acc: 88.679% 
105  40826 |Loss: 0.336 | Acc: 88.667% 
105  40827 |Loss: 0.336 | Acc: 88.698% 
105  40828 |Loss: 0.336 | Acc: 88.700% 
105  40829 |Loss: 0.336 | Acc: 88.698% 
105  40830 |Loss: 0.336 | Acc: 88.667% 
105  40831 |Loss: 0.336 | Acc: 88.688% 
105  40832 |Loss: 0.335 | Acc: 88.728% 
105  40833 |Loss: 0.334 | Acc: 88.753% 
105  40834 |Loss: 0.334 | Acc: 88.773% 
105  40835 |Loss: 0.334 | Acc: 88.779% 
105  40836 |Loss: 0.334 | Acc: 88.749% 
105  40837 |Loss: 0.334 | Acc: 88.773% 
105  40838 |Loss: 0.334 | Acc: 88.757% 
105  40839 |Loss: 0.334 | Acc: 88.759% 
105  40840 |Loss: 0.333 | Acc: 88.770% 
105  40841 |Loss: 0.334 | Acc: 88.727% 
105  40842 |Loss: 0.334 | Acc: 88.716% 
105  40843 |Loss: 0.335 | Acc: 88.705% 
105  40844 |Loss: 0.335 | Acc: 88.698% 
105  40845 |Loss: 0.335 | Acc: 88.687% 
105  40846 |Loss: 0.335 | Acc: 88.706% 
105  40847 |Loss: 0.335 | Acc: 88.721% 
105  40848 |Loss: 0.334 | Acc: 88.748% 
105  40849 |Loss: 0.333 | Acc: 88.758% 
105  40850 |Loss: 0.334 | Acc: 88.760% 
105  40851 |Loss: 0.334 | Acc: 88.749% 
105  40852 |Loss: 0.334 | Acc: 88.751% 
105  40853 |Loss: 0.334 | Acc: 88.748% 
105  40854 |Loss: 0.333 | Acc: 88.758% 
105  40855 |Loss: 0.333 | Acc: 88.760% 
105  40856 |Loss: 0.333 | Acc: 88.749% 
105  40857 |Loss: 0.333 | Acc: 88.767% 
105  40858 |Loss: 0.333 | Acc: 88.760% 
105  40859 |Loss: 0.333 | Acc: 88.774% 
105  40860 |Loss: 0.333 | Acc: 88.783% 
105  40861 |Loss: 0.332 | Acc: 88.785% 
105  40862 |Loss: 0.332 | Acc: 88.794% 
105  40863 |Loss: 0.331 | Acc: 88.811% 
105  40864 |Loss: 0.331 | Acc: 88.816% 
105  40865 |Loss: 0.331 | Acc: 88.810% 
105  40866 |Loss: 0.331 | Acc: 88.830% 
105  40867 |Loss: 0.330 | Acc: 88.851% 
105  40868 |Loss: 0.330 | Acc: 88.863% 
105  40869 |Loss: 0.330 | Acc: 88.864% 
105  40870 |Loss: 0.330 | Acc: 88.854% 
105  40871 |Loss: 0.330 | Acc: 88.870% 
105  40872 |Loss: 0.329 | Acc: 88.875% 
105  40873 |Loss: 0.329 | Acc: 88.898% 
105  40874 |Loss: 0.328 | Acc: 88.932% 
105  40875 |Loss: 0.328 | Acc: 88.940% 
105  40876 |Loss: 0.328 | Acc: 88.952% 
105  40877 |Loss: 0.327 | Acc: 88.956% 
105  40878 |Loss: 0.327 | Acc: 88.964% 
105  40879 |Loss: 0.327 | Acc: 88.972% 
105  40880 |Loss: 0.327 | Acc: 88.990% 
105  40881 |Loss: 0.326 | Acc: 89.001% 
105  40882 |Loss: 0.326 | Acc: 88.984% 
105  40883 |Loss: 0.327 | Acc: 88.973% 
105  40884 |Loss: 0.328 | Acc: 88.952% 
105  40885 |Loss: 0.327 | Acc: 88.967% 
105  40886 |Loss: 0.327 | Acc: 88.992% 
105  40887 |Loss: 0.327 | Acc: 88.975% 
105  40888 |Loss: 0.328 | Acc: 88.965% 
105  40889 |Loss: 0.327 | Acc: 88.990% 
105  40890 |Loss: 0.327 | Acc: 88.990% 
105  40891 |Loss: 0.326 | Acc: 89.007% 
105  40892 |Loss: 0.326 | Acc: 88.994% 
105  40893 |Loss: 0.326 | Acc: 88.984% 
105  40894 |Loss: 0.326 | Acc: 89.001% 
105  40895 |Loss: 0.326 | Acc: 88.998% 
105  40896 |Loss: 0.325 | Acc: 89.022% 
105  40897 |Loss: 0.325 | Acc: 89.002% 
105  40898 |Loss: 0.325 | Acc: 89.009% 
105  40899 |Loss: 0.325 | Acc: 89.003% 
105  40900 |Loss: 0.326 | Acc: 88.986% 
105  40901 |Loss: 0.326 | Acc: 89.006% 
105  40902 |Loss: 0.325 | Acc: 88.997% 
105  40903 |Loss: 0.325 | Acc: 89.013% 
105  40904 |Loss: 0.325 | Acc: 89.014% 
105  40905 |Loss: 0.325 | Acc: 89.017% 
105  40906 |Loss: 0.325 | Acc: 89.024% 
105  40907 |Loss: 0.325 | Acc: 89.030% 
105  40908 |Loss: 0.324 | Acc: 89.056% 
105  40909 |Loss: 0.324 | Acc: 89.062% 
105  40910 |Loss: 0.324 | Acc: 89.062% 
105  40911 |Loss: 0.324 | Acc: 89.059% 
105  40912 |Loss: 0.324 | Acc: 89.066% 
105  40913 |Loss: 0.324 | Acc: 89.075% 
105  40914 |Loss: 0.324 | Acc: 89.084% 
105  40915 |Loss: 0.324 | Acc: 89.078% 
105  40916 |Loss: 0.324 | Acc: 89.090% 
105  40917 |Loss: 0.324 | Acc: 89.069% 
105  40918 |Loss: 0.324 | Acc: 89.062% 
105  40919 |Loss: 0.324 | Acc: 89.069% 
105  40920 |Loss: 0.324 | Acc: 89.062% 
105  40921 |Loss: 0.324 | Acc: 89.066% 
105  40922 |Loss: 0.324 | Acc: 89.047% 
105  40923 |Loss: 0.324 | Acc: 89.059% 
105  40924 |Loss: 0.324 | Acc: 89.062% 
105  40925 |Loss: 0.324 | Acc: 89.062% 
105  40926 |Loss: 0.324 | Acc: 89.057% 
105  40927 |Loss: 0.324 | Acc: 89.065% 
105  40928 |Loss: 0.324 | Acc: 89.077% 
105  40929 |Loss: 0.324 | Acc: 89.057% 
105  40930 |Loss: 0.324 | Acc: 89.071% 
105  40931 |Loss: 0.323 | Acc: 89.077% 
105  40932 |Loss: 0.324 | Acc: 89.060% 
105  40933 |Loss: 0.324 | Acc: 89.045% 
105  40934 |Loss: 0.324 | Acc: 89.039% 
105  40935 |Loss: 0.324 | Acc: 89.039% 
105  40936 |Loss: 0.324 | Acc: 89.048% 
105  40937 |Loss: 0.324 | Acc: 89.040% 
105  40938 |Loss: 0.324 | Acc: 89.040% 
105  40939 |Loss: 0.324 | Acc: 89.043% 
105  40940 |Loss: 0.324 | Acc: 89.060% 
105  40941 |Loss: 0.324 | Acc: 89.079% 
105  40942 |Loss: 0.323 | Acc: 89.096% 
105  40943 |Loss: 0.323 | Acc: 89.099% 
105  40944 |Loss: 0.323 | Acc: 89.099% 
105  40945 |Loss: 0.324 | Acc: 89.096% 
105  40946 |Loss: 0.324 | Acc: 89.096% 
105  40947 |Loss: 0.323 | Acc: 89.104% 
105  40948 |Loss: 0.323 | Acc: 89.109% 
105  40949 |Loss: 0.323 | Acc: 89.101% 
105  40950 |Loss: 0.323 | Acc: 89.095% 
105  40951 |Loss: 0.323 | Acc: 89.084% 
105  40952 |Loss: 0.323 | Acc: 89.081% 
105  40953 |Loss: 0.323 | Acc: 89.095% 
105  40954 |Loss: 0.323 | Acc: 89.106% 
105  40955 |Loss: 0.322 | Acc: 89.119% 
105  40956 |Loss: 0.322 | Acc: 89.135% 
105  40957 |Loss: 0.322 | Acc: 89.129% 
105  40958 |Loss: 0.322 | Acc: 89.129% 
105  40959 |Loss: 0.322 | Acc: 89.139% 
105  40960 |Loss: 0.322 | Acc: 89.139% 
105  40961 |Loss: 0.322 | Acc: 89.147% 
105  40962 |Loss: 0.322 | Acc: 89.144% 
105  40963 |Loss: 0.322 | Acc: 89.164% 
105  40964 |Loss: 0.321 | Acc: 89.174% 
105  40965 |Loss: 0.321 | Acc: 89.190% 
105  40966 |Loss: 0.321 | Acc: 89.202% 
105  40967 |Loss: 0.321 | Acc: 89.212% 
105  40968 |Loss: 0.320 | Acc: 89.232% 
105  40969 |Loss: 0.320 | Acc: 89.232% 
105  40970 |Loss: 0.320 | Acc: 89.223% 
105  40971 |Loss: 0.320 | Acc: 89.223% 
105  40972 |Loss: 0.320 | Acc: 89.215% 
105  40973 |Loss: 0.320 | Acc: 89.217% 
105  40974 |Loss: 0.320 | Acc: 89.236% 
105  40975 |Loss: 0.319 | Acc: 89.258% 
105  40976 |Loss: 0.319 | Acc: 89.265% 
105  40977 |Loss: 0.319 | Acc: 89.257% 
105  40978 |Loss: 0.319 | Acc: 89.259% 
105  40979 |Loss: 0.319 | Acc: 89.271% 
105  40980 |Loss: 0.319 | Acc: 89.268% 
105  40981 |Loss: 0.319 | Acc: 89.289% 
105  40982 |Loss: 0.319 | Acc: 89.289% 
105  40983 |Loss: 0.319 | Acc: 89.293% 
105  40984 |Loss: 0.319 | Acc: 89.297% 
105  40985 |Loss: 0.318 | Acc: 89.308% 
105  40986 |Loss: 0.318 | Acc: 89.312% 
105  40987 |Loss: 0.318 | Acc: 89.307% 
105  40988 |Loss: 0.318 | Acc: 89.321% 
105  40989 |Loss: 0.317 | Acc: 89.337% 
105  40990 |Loss: 0.318 | Acc: 89.331% 
105  40991 |Loss: 0.318 | Acc: 89.323% 
105  40992 |Loss: 0.318 | Acc: 89.329% 
105  40993 |Loss: 0.318 | Acc: 89.338% 
105  40994 |Loss: 0.318 | Acc: 89.339% 
105  40995 |Loss: 0.317 | Acc: 89.353% 
105  40996 |Loss: 0.317 | Acc: 89.366% 
105  40997 |Loss: 0.317 | Acc: 89.360% 
105  40998 |Loss: 0.317 | Acc: 89.376% 
105  40999 |Loss: 0.317 | Acc: 89.384% 
105  41000 |Loss: 0.316 | Acc: 89.388% 
105  41001 |Loss: 0.317 | Acc: 89.389% 
105  41002 |Loss: 0.317 | Acc: 89.391% 
105  41003 |Loss: 0.316 | Acc: 89.397% 
105  41004 |Loss: 0.317 | Acc: 89.384% 
105  41005 |Loss: 0.317 | Acc: 89.390% 
105  41006 |Loss: 0.317 | Acc: 89.382% 
105  41007 |Loss: 0.317 | Acc: 89.395% 
105  41008 |Loss: 0.317 | Acc: 89.378% 
105  41009 |Loss: 0.317 | Acc: 89.375% 
105  41010 |Loss: 0.317 | Acc: 89.379% 
105  41011 |Loss: 0.317 | Acc: 89.375% 
105  41012 |Loss: 0.317 | Acc: 89.372% 
105  41013 |Loss: 0.317 | Acc: 89.371% 
105  41014 |Loss: 0.317 | Acc: 89.366% 
105  41015 |Loss: 0.317 | Acc: 89.367% 
105  41016 |Loss: 0.316 | Acc: 89.371% 
105  41017 |Loss: 0.316 | Acc: 89.366% 
105  41018 |Loss: 0.316 | Acc: 89.371% 
105  41019 |Loss: 0.317 | Acc: 89.368% 
105  41020 |Loss: 0.317 | Acc: 89.359% 
105  41021 |Loss: 0.316 | Acc: 89.369% 
105  41022 |Loss: 0.316 | Acc: 89.372% 
105  41023 |Loss: 0.316 | Acc: 89.361% 
105  41024 |Loss: 0.316 | Acc: 89.349% 
105  41025 |Loss: 0.316 | Acc: 89.355% 
105  41026 |Loss: 0.316 | Acc: 89.350% 
105  41027 |Loss: 0.316 | Acc: 89.342% 
105  41028 |Loss: 0.316 | Acc: 89.342% 
105  41029 |Loss: 0.316 | Acc: 89.347% 
105  41030 |Loss: 0.316 | Acc: 89.351% 
105  41031 |Loss: 0.316 | Acc: 89.352% 
105  41032 |Loss: 0.316 | Acc: 89.341% 
105  41033 |Loss: 0.316 | Acc: 89.338% 
105  41034 |Loss: 0.316 | Acc: 89.329% 
105  41035 |Loss: 0.317 | Acc: 89.334% 
105  41036 |Loss: 0.316 | Acc: 89.346% 
105  41037 |Loss: 0.316 | Acc: 89.349% 
105  41038 |Loss: 0.316 | Acc: 89.351% 
105  41039 |Loss: 0.316 | Acc: 89.350% 
105  41040 |Loss: 0.316 | Acc: 89.360% 
105  41041 |Loss: 0.316 | Acc: 89.359% 
105  41042 |Loss: 0.316 | Acc: 89.364% 
105  41043 |Loss: 0.316 | Acc: 89.366% 
105  41044 |Loss: 0.316 | Acc: 89.359% 
105  41045 |Loss: 0.315 | Acc: 89.376% 
105  41046 |Loss: 0.315 | Acc: 89.388% 
105  41047 |Loss: 0.315 | Acc: 89.385% 
105  41048 |Loss: 0.315 | Acc: 89.382% 
105  41049 |Loss: 0.315 | Acc: 89.385% 
105  41050 |Loss: 0.315 | Acc: 89.392% 
105  41051 |Loss: 0.315 | Acc: 89.402% 
105  41052 |Loss: 0.315 | Acc: 89.397% 
105  41053 |Loss: 0.315 | Acc: 89.400% 
105  41054 |Loss: 0.315 | Acc: 89.401% 
105  41055 |Loss: 0.315 | Acc: 89.396% 
106  41056 |Loss: 0.357 | Acc: 92.188% 
106  41057 |Loss: 0.372 | Acc: 91.016% 
106  41058 |Loss: 0.343 | Acc: 90.625% 
106  41059 |Loss: 0.309 | Acc: 91.992% 
106  41060 |Loss: 0.298 | Acc: 91.875% 
106  41061 |Loss: 0.287 | Acc: 92.057% 
106  41062 |Loss: 0.286 | Acc: 91.741% 
106  41063 |Loss: 0.275 | Acc: 91.992% 
106  41064 |Loss: 0.277 | Acc: 91.753% 
106  41065 |Loss: 0.280 | Acc: 91.719% 
106  41066 |Loss: 0.277 | Acc: 91.761% 
106  41067 |Loss: 0.266 | Acc: 91.992% 
106  41068 |Loss: 0.266 | Acc: 92.007% 
106  41069 |Loss: 0.262 | Acc: 92.188% 
106  41070 |Loss: 0.260 | Acc: 92.135% 
106  41071 |Loss: 0.260 | Acc: 92.090% 
106  41072 |Loss: 0.262 | Acc: 91.912% 
106  41073 |Loss: 0.265 | Acc: 91.667% 
106  41074 |Loss: 0.272 | Acc: 91.406% 
106  41075 |Loss: 0.274 | Acc: 91.328% 
106  41076 |Loss: 0.272 | Acc: 91.369% 
106  41077 |Loss: 0.270 | Acc: 91.442% 
106  41078 |Loss: 0.270 | Acc: 91.474% 
106  41079 |Loss: 0.272 | Acc: 91.471% 
106  41080 |Loss: 0.275 | Acc: 91.438% 
106  41081 |Loss: 0.276 | Acc: 91.406% 
106  41082 |Loss: 0.277 | Acc: 91.262% 
106  41083 |Loss: 0.277 | Acc: 91.295% 
106  41084 |Loss: 0.277 | Acc: 91.218% 
106  41085 |Loss: 0.277 | Acc: 91.250% 
106  41086 |Loss: 0.275 | Acc: 91.356% 
106  41087 |Loss: 0.276 | Acc: 91.211% 
106  41088 |Loss: 0.275 | Acc: 91.241% 
106  41089 |Loss: 0.276 | Acc: 91.131% 
106  41090 |Loss: 0.278 | Acc: 91.071% 
106  41091 |Loss: 0.279 | Acc: 90.951% 
106  41092 |Loss: 0.279 | Acc: 91.005% 
106  41093 |Loss: 0.283 | Acc: 90.831% 
106  41094 |Loss: 0.286 | Acc: 90.765% 
106  41095 |Loss: 0.289 | Acc: 90.645% 
106  41096 |Loss: 0.289 | Acc: 90.701% 
106  41097 |Loss: 0.290 | Acc: 90.644% 
106  41098 |Loss: 0.289 | Acc: 90.680% 
106  41099 |Loss: 0.288 | Acc: 90.661% 
106  41100 |Loss: 0.289 | Acc: 90.608% 
106  41101 |Loss: 0.291 | Acc: 90.523% 
106  41102 |Loss: 0.288 | Acc: 90.658% 
106  41103 |Loss: 0.288 | Acc: 90.625% 
106  41104 |Loss: 0.289 | Acc: 90.545% 
106  41105 |Loss: 0.289 | Acc: 90.562% 
106  41106 |Loss: 0.289 | Acc: 90.548% 
106  41107 |Loss: 0.289 | Acc: 90.535% 
106  41108 |Loss: 0.289 | Acc: 90.522% 
106  41109 |Loss: 0.288 | Acc: 90.582% 
106  41110 |Loss: 0.289 | Acc: 90.554% 
106  41111 |Loss: 0.288 | Acc: 90.541% 
106  41112 |Loss: 0.290 | Acc: 90.474% 
106  41113 |Loss: 0.287 | Acc: 90.544% 
106  41114 |Loss: 0.288 | Acc: 90.532% 
106  41115 |Loss: 0.288 | Acc: 90.560% 
106  41116 |Loss: 0.290 | Acc: 90.407% 
106  41117 |Loss: 0.288 | Acc: 90.449% 
106  41118 |Loss: 0.288 | Acc: 90.439% 
106  41119 |Loss: 0.287 | Acc: 90.454% 
106  41120 |Loss: 0.286 | Acc: 90.457% 
106  41121 |Loss: 0.285 | Acc: 90.507% 
106  41122 |Loss: 0.285 | Acc: 90.520% 
106  41123 |Loss: 0.283 | Acc: 90.568% 
106  41124 |Loss: 0.282 | Acc: 90.625% 
106  41125 |Loss: 0.283 | Acc: 90.603% 
106  41126 |Loss: 0.285 | Acc: 90.537% 
106  41127 |Loss: 0.287 | Acc: 90.473% 
106  41128 |Loss: 0.288 | Acc: 90.464% 
106  41129 |Loss: 0.287 | Acc: 90.456% 
106  41130 |Loss: 0.288 | Acc: 90.427% 
106  41131 |Loss: 0.287 | Acc: 90.461% 
106  41132 |Loss: 0.286 | Acc: 90.473% 
106  41133 |Loss: 0.286 | Acc: 90.475% 
106  41134 |Loss: 0.289 | Acc: 90.309% 
106  41135 |Loss: 0.289 | Acc: 90.322% 
106  41136 |Loss: 0.288 | Acc: 90.374% 
106  41137 |Loss: 0.287 | Acc: 90.415% 
106  41138 |Loss: 0.287 | Acc: 90.446% 
106  41139 |Loss: 0.288 | Acc: 90.374% 
106  41140 |Loss: 0.288 | Acc: 90.368% 
106  41141 |Loss: 0.288 | Acc: 90.371% 
106  41142 |Loss: 0.287 | Acc: 90.401% 
106  41143 |Loss: 0.287 | Acc: 90.350% 
106  41144 |Loss: 0.287 | Acc: 90.344% 
106  41145 |Loss: 0.288 | Acc: 90.330% 
106  41146 |Loss: 0.287 | Acc: 90.342% 
106  41147 |Loss: 0.287 | Acc: 90.319% 
106  41148 |Loss: 0.287 | Acc: 90.356% 
106  41149 |Loss: 0.286 | Acc: 90.384% 
106  41150 |Loss: 0.286 | Acc: 90.378% 
106  41151 |Loss: 0.285 | Acc: 90.397% 
106  41152 |Loss: 0.286 | Acc: 90.351% 
106  41153 |Loss: 0.287 | Acc: 90.338% 
106  41154 |Loss: 0.287 | Acc: 90.341% 
106  41155 |Loss: 0.286 | Acc: 90.367% 
106  41156 |Loss: 0.287 | Acc: 90.347% 
106  41157 |Loss: 0.287 | Acc: 90.372% 
106  41158 |Loss: 0.287 | Acc: 90.367% 
106  41159 |Loss: 0.288 | Acc: 90.362% 
106  41160 |Loss: 0.288 | Acc: 90.365% 
106  41161 |Loss: 0.287 | Acc: 90.397% 
106  41162 |Loss: 0.287 | Acc: 90.355% 
106  41163 |Loss: 0.287 | Acc: 90.372% 
106  41164 |Loss: 0.287 | Acc: 90.381% 
106  41165 |Loss: 0.286 | Acc: 90.398% 
106  41166 |Loss: 0.286 | Acc: 90.421% 
106  41167 |Loss: 0.286 | Acc: 90.430% 
106  41168 |Loss: 0.286 | Acc: 90.418% 
106  41169 |Loss: 0.286 | Acc: 90.419% 
106  41170 |Loss: 0.286 | Acc: 90.421% 
106  41171 |Loss: 0.286 | Acc: 90.409% 
106  41172 |Loss: 0.285 | Acc: 90.451% 
106  41173 |Loss: 0.287 | Acc: 90.420% 
106  41174 |Loss: 0.287 | Acc: 90.402% 
106  41175 |Loss: 0.288 | Acc: 90.365% 
106  41176 |Loss: 0.289 | Acc: 90.373% 
106  41177 |Loss: 0.287 | Acc: 90.426% 
106  41178 |Loss: 0.288 | Acc: 90.441% 
106  41179 |Loss: 0.287 | Acc: 90.430% 
106  41180 |Loss: 0.287 | Acc: 90.438% 
106  41181 |Loss: 0.288 | Acc: 90.402% 
